2025-12-17 02:53:54 | INFO | root | Purifying autoattack on thubenchmark with eegnet
2025-12-17 02:53:54 | INFO | root | Namespace(dataset='thubenchmark', model='eegnet', fold=0, attack='autoattack', batch_size=32, seed=42, gpu_id=0, config='PTR3d_8_2048_rank15_fft_c2.yaml', sample_num=512, visualize=False)
2025-12-17 02:53:54 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-12-17 02:53:55 | INFO | root | Dataset: thubenchmark
2025-12-17 02:53:55 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-12-17 02:53:55 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-17 02:53:55 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-12-17 02:53:55 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-17 02:53:56 | INFO | root | Adversarial and clean data loaded, ad_data shape: torch.Size([512, 1, 64, 1500]), clean_data shape: torch.Size([512, 1, 64, 1500])
2025-12-17 02:53:56 | INFO | root | 
2025-12-17 02:53:56 | INFO | root | Model: eegnet, fold: 0
2025-12-17 02:53:56 | INFO | root | Adversarial data accuracy: 0.177734375, loss: 5.099132791161537
2025-12-17 02:53:56 | INFO | root | Clean data accuracy: 0.927734375, loss: 0.21533196786185727
2025-12-17 02:53:56 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 8192])
2025-12-17 02:53:57 | INFO | root | End purification for resolution 1024*1024, loss=0.019088193774223328, iterations=256
2025-12-17 02:53:57 | INFO | root | End purification for resolution 2048*2048, loss=0.010093937627971172, iterations=256
2025-12-17 02:53:58 | INFO | root | End purification for resolution 4096*4096, loss=0.009190496057271957, iterations=512
2025-12-17 02:54:00 | INFO | root | End purification for resolution 8192*8192, loss=0.009038226678967476, iterations=1024
2025-12-17 02:54:00 | INFO | root | Training time: 4.205650329589844, loss: 0.009038226678967476, params_num: 8011
2025-12-17 02:54:00 | INFO | root | Purified data 0, shape: torch.Size([1, 64, 1500]), mse:0.4489932358264923, compression rate: 0.08344791666666666, 11.983522656347523x
2025-12-17 02:54:00 | INFO | root | 
2025-12-17 02:54:00 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 8192])
2025-12-17 02:54:01 | INFO | root | End purification for resolution 1024*1024, loss=0.019153889268636703, iterations=256
2025-12-17 02:54:01 | INFO | root | End purification for resolution 2048*2048, loss=0.0097240274772048, iterations=256
2025-12-17 02:54:02 | INFO | root | End purification for resolution 4096*4096, loss=0.008652825839817524, iterations=512
2025-12-17 02:54:04 | INFO | root | End purification for resolution 8192*8192, loss=0.008500738069415092, iterations=1024
2025-12-17 02:54:04 | INFO | root | Training time: 4.099623918533325, loss: 0.008500738069415092, params_num: 8011
2025-12-17 02:54:04 | INFO | root | Purified data 1, shape: torch.Size([1, 64, 1500]), mse:0.4229300022125244, compression rate: 0.08344791666666666, 11.983522656347523x
2025-12-17 02:54:04 | INFO | root | 
2025-12-17 02:54:04 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 8192])
2025-12-17 02:54:05 | INFO | root | End purification for resolution 1024*1024, loss=0.018981408327817917, iterations=256
2025-12-17 02:54:05 | INFO | root | End purification for resolution 2048*2048, loss=0.011382869444787502, iterations=256
2025-12-17 02:54:06 | INFO | root | End purification for resolution 4096*4096, loss=0.010511747561395168, iterations=512
2025-12-17 02:54:09 | INFO | root | End purification for resolution 8192*8192, loss=0.01027197390794754, iterations=1024
2025-12-17 02:54:09 | INFO | root | Training time: 4.21588921546936, loss: 0.01027197390794754, params_num: 8011
2025-12-17 02:54:09 | INFO | root | Purified data 2, shape: torch.Size([1, 64, 1500]), mse:0.5132696032524109, compression rate: 0.08344791666666666, 11.983522656347523x
2025-12-17 02:54:09 | INFO | root | 
2025-12-17 02:54:09 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 8192])
2025-12-17 02:54:09 | INFO | root | End purification for resolution 1024*1024, loss=0.01920059323310852, iterations=256
2025-12-17 02:54:10 | INFO | root | End purification for resolution 2048*2048, loss=0.008260104805231094, iterations=256
2025-12-17 02:54:11 | INFO | root | End purification for resolution 4096*4096, loss=0.007303361315280199, iterations=512
2025-12-17 02:54:13 | INFO | root | End purification for resolution 8192*8192, loss=0.007087383884936571, iterations=1024
2025-12-17 02:54:13 | INFO | root | Training time: 4.274753570556641, loss: 0.007087383884936571, params_num: 8011
2025-12-17 02:54:13 | INFO | root | Purified data 3, shape: torch.Size([1, 64, 1500]), mse:0.352090984582901, compression rate: 0.08344791666666666, 11.983522656347523x
2025-12-17 02:54:13 | INFO | root | 
2025-12-17 02:54:13 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 8192])
2025-12-17 02:54:13 | INFO | root | End purification for resolution 1024*1024, loss=0.019094087183475494, iterations=256
2025-12-17 02:54:14 | INFO | root | End purification for resolution 2048*2048, loss=0.010252056643366814, iterations=256
2025-12-17 02:54:15 | INFO | root | End purification for resolution 4096*4096, loss=0.009420865215361118, iterations=512
2025-12-17 02:54:17 | INFO | root | End purification for resolution 8192*8192, loss=0.009254544973373413, iterations=1024
2025-12-17 02:54:17 | INFO | root | Training time: 4.254557371139526, loss: 0.009254544973373413, params_num: 8011
2025-12-17 02:54:17 | INFO | root | Purified data 4, shape: torch.Size([1, 64, 1500]), mse:0.46034950017929077, compression rate: 0.08344791666666666, 11.983522656347523x
2025-12-17 02:54:17 | INFO | root | 
2025-12-17 02:54:17 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 8192])
2025-12-17 02:54:18 | INFO | root | End purification for resolution 1024*1024, loss=0.018993286415934563, iterations=256
2025-12-17 02:54:18 | INFO | root | End purification for resolution 2048*2048, loss=0.009973183274269104, iterations=256
2025-12-17 02:54:19 | INFO | root | End purification for resolution 4096*4096, loss=0.009096518158912659, iterations=512
2025-12-17 02:54:21 | INFO | root | End purification for resolution 8192*8192, loss=0.008944248780608177, iterations=1024
2025-12-17 02:54:21 | INFO | root | Training time: 4.195563793182373, loss: 0.008944248780608177, params_num: 8011
2025-12-17 02:54:21 | INFO | root | Purified data 5, shape: torch.Size([1, 64, 1500]), mse:0.44474780559539795, compression rate: 0.08344791666666666, 11.983522656347523x
2025-12-17 02:54:21 | INFO | root | 
2025-12-17 02:54:21 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 8192])
2025-12-17 02:54:22 | INFO | root | End purification for resolution 1024*1024, loss=0.018957309424877167, iterations=256
2025-12-17 02:54:22 | INFO | root | End purification for resolution 2048*2048, loss=0.009932996705174446, iterations=256
2025-12-17 02:54:23 | INFO | root | End purification for resolution 4096*4096, loss=0.008749514818191528, iterations=512
2025-12-17 02:54:25 | INFO | root | End purification for resolution 8192*8192, loss=0.00853068009018898, iterations=1024
2025-12-17 02:54:25 | INFO | root | Training time: 4.082272529602051, loss: 0.00853068009018898, params_num: 8011
2025-12-17 02:54:25 | INFO | root | Purified data 6, shape: torch.Size([1, 64, 1500]), mse:0.4251108467578888, compression rate: 0.08344791666666666, 11.983522656347523x
2025-12-17 02:54:25 | INFO | root | 
2025-12-17 02:54:25 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 8192])
2025-12-17 02:54:26 | INFO | root | End purification for resolution 1024*1024, loss=0.01885668933391571, iterations=256
2025-12-17 02:54:27 | INFO | root | End purification for resolution 2048*2048, loss=0.009784793481230736, iterations=256
2025-12-17 02:54:28 | INFO | root | End purification for resolution 4096*4096, loss=0.008980152197182178, iterations=512
2025-12-17 02:54:30 | INFO | root | End purification for resolution 8192*8192, loss=0.008808094076812267, iterations=1024
2025-12-17 02:54:30 | INFO | root | Training time: 4.0998289585113525, loss: 0.008808094076812267, params_num: 8011
2025-12-17 02:54:30 | INFO | root | Purified data 7, shape: torch.Size([1, 64, 1500]), mse:0.44031599164009094, compression rate: 0.08344791666666666, 11.983522656347523x
2025-12-17 02:54:30 | INFO | root | 
2025-12-17 02:54:30 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 8192])
2025-12-17 02:54:30 | INFO | root | End purification for resolution 1024*1024, loss=0.01898813620209694, iterations=256
2025-12-17 02:54:31 | INFO | root | End purification for resolution 2048*2048, loss=0.010297543369233608, iterations=256
2025-12-17 02:54:32 | INFO | root | End purification for resolution 4096*4096, loss=0.008996762335300446, iterations=512
2025-12-17 02:54:34 | INFO | root | End purification for resolution 8192*8192, loss=0.00880630873143673, iterations=1024
2025-12-17 02:54:34 | INFO | root | Training time: 4.113172769546509, loss: 0.00880630873143673, params_num: 8011
2025-12-17 02:54:34 | INFO | root | Purified data 8, shape: torch.Size([1, 64, 1500]), mse:0.44038528203964233, compression rate: 0.08344791666666666, 11.983522656347523x
2025-12-17 02:54:34 | INFO | root | 
2025-12-17 02:54:34 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 8192])
2025-12-17 02:54:34 | INFO | root | End purification for resolution 1024*1024, loss=0.018780382350087166, iterations=256
2025-12-17 02:54:35 | INFO | root | End purification for resolution 2048*2048, loss=0.011655907146632671, iterations=256
2025-12-17 02:54:36 | INFO | root | End purification for resolution 4096*4096, loss=0.010857182554900646, iterations=512
2025-12-17 02:54:38 | INFO | root | End purification for resolution 8192*8192, loss=0.010561930015683174, iterations=1024
2025-12-17 02:54:38 | INFO | root | Training time: 4.103857755661011, loss: 0.010561930015683174, params_num: 8011
2025-12-17 02:54:38 | INFO | root | Purified data 9, shape: torch.Size([1, 64, 1500]), mse:0.5275350213050842, compression rate: 0.08344791666666666, 11.983522656347523x
2025-12-17 02:54:38 | INFO | root | 
2025-12-17 02:54:38 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 8192])
2025-12-17 02:54:38 | INFO | root | End purification for resolution 1024*1024, loss=0.019055290147662163, iterations=256
2025-12-17 02:54:39 | INFO | root | End purification for resolution 2048*2048, loss=0.009950904175639153, iterations=256
2025-12-17 02:54:40 | INFO | root | End purification for resolution 4096*4096, loss=0.008910882286727428, iterations=512
2025-12-17 02:54:42 | INFO | root | End purification for resolution 8192*8192, loss=0.008758481591939926, iterations=1024
2025-12-17 02:54:42 | INFO | root | Training time: 4.106086492538452, loss: 0.008758481591939926, params_num: 8011
