2026-01-07 09:52:35 | INFO | root | Purifying autoattack on bciciv2a with eegnet
2026-01-07 09:52:35 | INFO | root | Namespace(dataset='bciciv2a', model='eegnet', fold=0, attack='autoattack', eps=0.1, batch_size=32, seed=42, gpu_id=3, config='PTR3d_8_2048_rank30_3d_interpolate_TVft0.01.yaml', sample_num=512, visualize=False)
2026-01-07 09:52:35 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/bciciv2a_EA.
2026-01-07 09:52:37 | INFO | root | Dataset: bciciv2a
2026-01-07 09:52:37 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/kfold_split.
2026-01-07 09:52:37 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-07 09:52:37 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/test_val_split_0.
2026-01-07 09:52:37 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-07 09:52:38 | INFO | root | Adversarial and clean data loaded, ad_data shape: torch.Size([512, 1, 22, 1750]), clean_data shape: torch.Size([512, 1, 22, 1750])
2026-01-07 09:52:38 | INFO | root | 
2026-01-07 09:52:38 | INFO | root | Model: eegnet, fold: 0
2026-01-07 09:52:39 | INFO | root | Adversarial data accuracy: 0.0, loss: 8.093131989240646
2026-01-07 09:52:39 | INFO | root | Clean data accuracy: 0.701171875, loss: 0.8010946176946163
2026-01-07 09:52:39 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-07 09:52:42 | INFO | root | End purification for resolution 256*256, loss=0.0959254577755928, iterations=256
2026-01-07 09:52:43 | INFO | root | End purification for resolution 512*512, loss=0.10502537339925766, iterations=256
2026-01-07 09:52:47 | INFO | root | End purification for resolution 1024*1024, loss=0.10947829484939575, iterations=512
2026-01-07 09:52:55 | INFO | root | End purification for resolution 2048*2048, loss=0.11276602745056152, iterations=1024
2026-01-07 09:52:55 | INFO | root | Training time: 15.625926733016968, loss: 0.08390583842992783, params_num: 17575
2026-01-07 09:52:55 | INFO | root | Purified data 0, shape: torch.Size([1, 22, 1750]), mse:0.17044541239738464, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-07 09:52:55 | INFO | root | 
2026-01-07 09:52:55 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-07 09:52:56 | INFO | root | End purification for resolution 256*256, loss=0.09814444184303284, iterations=256
2026-01-07 09:52:58 | INFO | root | End purification for resolution 512*512, loss=0.09557089954614639, iterations=256
2026-01-07 09:53:02 | INFO | root | End purification for resolution 1024*1024, loss=0.10412834584712982, iterations=512
2026-01-07 09:53:08 | INFO | root | End purification for resolution 2048*2048, loss=0.0999189168214798, iterations=1024
2026-01-07 09:53:08 | INFO | root | Training time: 13.731061458587646, loss: 0.07231160998344421, params_num: 17575
2026-01-07 09:53:08 | INFO | root | Purified data 1, shape: torch.Size([1, 22, 1750]), mse:0.14826004207134247, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-07 09:53:08 | INFO | root | 
2026-01-07 09:53:08 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-07 09:53:10 | INFO | root | End purification for resolution 256*256, loss=0.10890068113803864, iterations=256
2026-01-07 09:53:12 | INFO | root | End purification for resolution 512*512, loss=0.11277136206626892, iterations=256
2026-01-07 09:53:16 | INFO | root | End purification for resolution 1024*1024, loss=0.12088117003440857, iterations=512
2026-01-07 09:53:23 | INFO | root | End purification for resolution 2048*2048, loss=0.15893833339214325, iterations=1024
2026-01-07 09:53:23 | INFO | root | Training time: 14.801100015640259, loss: 0.1265626847743988, params_num: 17575
2026-01-07 09:53:23 | INFO | root | Purified data 2, shape: torch.Size([1, 22, 1750]), mse:0.26113489270210266, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-07 09:53:23 | INFO | root | 
2026-01-07 09:53:24 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-07 09:53:26 | INFO | root | End purification for resolution 256*256, loss=0.09357763826847076, iterations=256
2026-01-07 09:53:28 | INFO | root | End purification for resolution 512*512, loss=0.08779075741767883, iterations=256
2026-01-07 09:53:32 | INFO | root | End purification for resolution 1024*1024, loss=0.09280095994472504, iterations=512
2026-01-07 09:53:39 | INFO | root | End purification for resolution 2048*2048, loss=0.09007976949214935, iterations=1024
2026-01-07 09:53:39 | INFO | root | Training time: 15.47109317779541, loss: 0.061517637223005295, params_num: 17575
2026-01-07 09:53:39 | INFO | root | Purified data 3, shape: torch.Size([1, 22, 1750]), mse:0.12333418428897858, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-07 09:53:39 | INFO | root | 
2026-01-07 09:53:39 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-07 09:53:41 | INFO | root | End purification for resolution 256*256, loss=0.10399335622787476, iterations=256
2026-01-07 09:53:43 | INFO | root | End purification for resolution 512*512, loss=0.09894032776355743, iterations=256
2026-01-07 09:53:46 | INFO | root | End purification for resolution 1024*1024, loss=0.10803291946649551, iterations=512
2026-01-07 09:53:53 | INFO | root | End purification for resolution 2048*2048, loss=0.12542633712291718, iterations=1024
2026-01-07 09:53:53 | INFO | root | Training time: 14.140541791915894, loss: 0.09482387453317642, params_num: 17575
2026-01-07 09:53:53 | INFO | root | Purified data 4, shape: torch.Size([1, 22, 1750]), mse:0.19739536941051483, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-07 09:53:53 | INFO | root | 
2026-01-07 09:53:54 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-07 09:53:56 | INFO | root | End purification for resolution 256*256, loss=0.10724048316478729, iterations=256
2026-01-07 09:53:58 | INFO | root | End purification for resolution 512*512, loss=0.11235169321298599, iterations=256
2026-01-07 09:54:02 | INFO | root | End purification for resolution 1024*1024, loss=0.12578603625297546, iterations=512
2026-01-07 09:54:11 | INFO | root | End purification for resolution 2048*2048, loss=0.12559115886688232, iterations=1024
2026-01-07 09:54:11 | INFO | root | Training time: 17.217167854309082, loss: 0.09773681312799454, params_num: 17575
2026-01-07 09:54:11 | INFO | root | Purified data 5, shape: torch.Size([1, 22, 1750]), mse:0.20020809769630432, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-07 09:54:11 | INFO | root | 
2026-01-07 09:54:11 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-07 09:54:13 | INFO | root | End purification for resolution 256*256, loss=0.08539668470621109, iterations=256
2026-01-07 09:54:15 | INFO | root | End purification for resolution 512*512, loss=0.09032659977674484, iterations=256
2026-01-07 09:54:19 | INFO | root | End purification for resolution 1024*1024, loss=0.09971830248832703, iterations=512
2026-01-07 09:54:27 | INFO | root | End purification for resolution 2048*2048, loss=0.10069844871759415, iterations=1024
2026-01-07 09:54:27 | INFO | root | Training time: 15.9043607711792, loss: 0.07241354882717133, params_num: 17575
2026-01-07 09:54:27 | INFO | root | Purified data 6, shape: torch.Size([1, 22, 1750]), mse:0.1458754986524582, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-07 09:54:27 | INFO | root | 
2026-01-07 09:54:27 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-07 09:54:29 | INFO | root | End purification for resolution 256*256, loss=0.08549706637859344, iterations=256
2026-01-07 09:54:31 | INFO | root | End purification for resolution 512*512, loss=0.10142895579338074, iterations=256
2026-01-07 09:54:34 | INFO | root | End purification for resolution 1024*1024, loss=0.1075187474489212, iterations=512
