2026-01-06 01:25:27 | INFO | root | Purifying autoattack on bciciv2a with eegnet
2026-01-06 01:25:27 | INFO | root | Namespace(dataset='bciciv2a', model='eegnet', fold=0, attack='autoattack', eps=0.1, batch_size=32, seed=42, gpu_id=1, config='PTR3d_8_2048_rank30_3d_interpolate.yaml', sample_num=512, visualize=False)
2026-01-06 01:25:27 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/bciciv2a_EA.
2026-01-06 01:25:30 | INFO | root | Dataset: bciciv2a
2026-01-06 01:25:30 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/kfold_split.
2026-01-06 01:25:30 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-06 01:25:30 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/test_val_split_0.
2026-01-06 01:25:30 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-06 01:25:30 | INFO | root | Adversarial and clean data loaded, ad_data shape: torch.Size([512, 1, 22, 1750]), clean_data shape: torch.Size([512, 1, 22, 1750])
2026-01-06 01:25:30 | INFO | root | 
2026-01-06 01:25:31 | INFO | root | Model: eegnet, fold: 0
2026-01-06 01:25:31 | INFO | root | Adversarial data accuracy: 0.0, loss: 8.093131989240646
2026-01-06 01:25:31 | INFO | root | Clean data accuracy: 0.701171875, loss: 0.8010946176946163
2026-01-06 01:25:31 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-06 01:25:33 | INFO | root | End purification for resolution 256*256, loss=0.06291399151086807, iterations=256
2026-01-06 01:25:34 | INFO | root | End purification for resolution 512*512, loss=0.06732937693595886, iterations=256
2026-01-06 01:25:37 | INFO | root | End purification for resolution 1024*1024, loss=0.07629916816949844, iterations=512
2026-01-06 01:25:43 | INFO | root | End purification for resolution 2048*2048, loss=0.07500927150249481, iterations=1024
2026-01-06 01:25:43 | INFO | root | Training time: 11.43275761604309, loss: 0.07500927150249481, params_num: 17575
2026-01-06 01:25:43 | INFO | root | Purified data 0, shape: torch.Size([1, 22, 1750]), mse:0.1541576236486435, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-06 01:25:43 | INFO | root | 
2026-01-06 01:25:43 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-06 01:25:44 | INFO | root | End purification for resolution 256*256, loss=0.0665704533457756, iterations=256
2026-01-06 01:25:46 | INFO | root | End purification for resolution 512*512, loss=0.06169718876481056, iterations=256
2026-01-06 01:25:49 | INFO | root | End purification for resolution 1024*1024, loss=0.07253867387771606, iterations=512
2026-01-06 01:25:55 | INFO | root | End purification for resolution 2048*2048, loss=0.06794857233762741, iterations=1024
2026-01-06 01:25:55 | INFO | root | Training time: 12.51442575454712, loss: 0.06794857233762741, params_num: 17575
2026-01-06 01:25:55 | INFO | root | Purified data 1, shape: torch.Size([1, 22, 1750]), mse:0.1386859267950058, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-06 01:25:55 | INFO | root | 
2026-01-06 01:25:56 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-06 01:25:57 | INFO | root | End purification for resolution 256*256, loss=0.0738094300031662, iterations=256
2026-01-06 01:25:58 | INFO | root | End purification for resolution 512*512, loss=0.0769331231713295, iterations=256
2026-01-06 01:26:02 | INFO | root | End purification for resolution 1024*1024, loss=0.08887553215026855, iterations=512
2026-01-06 01:26:08 | INFO | root | End purification for resolution 2048*2048, loss=0.08871936798095703, iterations=1024
2026-01-06 01:26:08 | INFO | root | Training time: 12.016006469726562, loss: 0.08871936798095703, params_num: 17575
2026-01-06 01:26:08 | INFO | root | Purified data 2, shape: torch.Size([1, 22, 1750]), mse:0.18554678559303284, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-06 01:26:08 | INFO | root | 
2026-01-06 01:26:08 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-06 01:26:09 | INFO | root | End purification for resolution 256*256, loss=0.05894286930561066, iterations=256
2026-01-06 01:26:11 | INFO | root | End purification for resolution 512*512, loss=0.05394850671291351, iterations=256
2026-01-06 01:26:14 | INFO | root | End purification for resolution 1024*1024, loss=0.05702325329184532, iterations=512
2026-01-06 01:26:20 | INFO | root | End purification for resolution 2048*2048, loss=0.05476808547973633, iterations=1024
2026-01-06 01:26:20 | INFO | root | Training time: 11.939495325088501, loss: 0.05476808547973633, params_num: 17575
2026-01-06 01:26:20 | INFO | root | Purified data 3, shape: torch.Size([1, 22, 1750]), mse:0.11203262209892273, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-06 01:26:20 | INFO | root | 
2026-01-06 01:26:20 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-06 01:26:21 | INFO | root | End purification for resolution 256*256, loss=0.06534246355295181, iterations=256
2026-01-06 01:26:22 | INFO | root | End purification for resolution 512*512, loss=0.06710900366306305, iterations=256
2026-01-06 01:26:25 | INFO | root | End purification for resolution 1024*1024, loss=0.07435701787471771, iterations=512
2026-01-06 01:26:31 | INFO | root | End purification for resolution 2048*2048, loss=0.07368192076683044, iterations=1024
2026-01-06 01:26:31 | INFO | root | Training time: 11.518237590789795, loss: 0.07368192076683044, params_num: 17575
2026-01-06 01:26:31 | INFO | root | Purified data 4, shape: torch.Size([1, 22, 1750]), mse:0.15084336698055267, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-06 01:26:31 | INFO | root | 
2026-01-06 01:26:32 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-06 01:26:33 | INFO | root | End purification for resolution 256*256, loss=0.07408897578716278, iterations=256
2026-01-06 01:26:35 | INFO | root | End purification for resolution 512*512, loss=0.08045507967472076, iterations=256
2026-01-06 01:26:38 | INFO | root | End purification for resolution 1024*1024, loss=0.09276115149259567, iterations=512
2026-01-06 01:26:44 | INFO | root | End purification for resolution 2048*2048, loss=0.0918930172920227, iterations=1024
2026-01-06 01:26:44 | INFO | root | Training time: 12.333990335464478, loss: 0.0918930172920227, params_num: 17575
2026-01-06 01:26:44 | INFO | root | Purified data 5, shape: torch.Size([1, 22, 1750]), mse:0.18843460083007812, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-06 01:26:44 | INFO | root | 
2026-01-06 01:26:44 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-06 01:26:46 | INFO | root | End purification for resolution 256*256, loss=0.0527644157409668, iterations=256
2026-01-06 01:26:47 | INFO | root | End purification for resolution 512*512, loss=0.054704710841178894, iterations=256
2026-01-06 01:26:51 | INFO | root | End purification for resolution 1024*1024, loss=0.06842166930437088, iterations=512
2026-01-06 01:26:57 | INFO | root | End purification for resolution 2048*2048, loss=0.06983792036771774, iterations=1024
2026-01-06 01:26:57 | INFO | root | Training time: 13.309364318847656, loss: 0.06983792036771774, params_num: 17575
2026-01-06 01:26:57 | INFO | root | Purified data 6, shape: torch.Size([1, 22, 1750]), mse:0.1399243324995041, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-06 01:26:57 | INFO | root | 
2026-01-06 01:26:57 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-06 01:26:59 | INFO | root | End purification for resolution 256*256, loss=0.05263671651482582, iterations=256
2026-01-06 01:27:00 | INFO | root | End purification for resolution 512*512, loss=0.06577654182910919, iterations=256
2026-01-06 01:27:03 | INFO | root | End purification for resolution 1024*1024, loss=0.0762471854686737, iterations=512
2026-01-06 01:27:09 | INFO | root | End purification for resolution 2048*2048, loss=0.07511870563030243, iterations=1024
2026-01-06 01:27:09 | INFO | root | Training time: 11.621684551239014, loss: 0.07511870563030243, params_num: 17575
2026-01-06 01:27:09 | INFO | root | Purified data 7, shape: torch.Size([1, 22, 1750]), mse:0.15352171659469604, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-06 01:27:09 | INFO | root | 
2026-01-06 01:27:09 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-06 01:27:11 | INFO | root | End purification for resolution 256*256, loss=0.05359894037246704, iterations=256
2026-01-06 01:27:12 | INFO | root | End purification for resolution 512*512, loss=0.058810871094465256, iterations=256
2026-01-06 01:27:16 | INFO | root | End purification for resolution 1024*1024, loss=0.06862802058458328, iterations=512
2026-01-06 01:27:22 | INFO | root | End purification for resolution 2048*2048, loss=0.06912288069725037, iterations=1024
2026-01-06 01:27:22 | INFO | root | Training time: 12.342468500137329, loss: 0.06912288069725037, params_num: 17575
2026-01-06 01:27:22 | INFO | root | Purified data 8, shape: torch.Size([1, 22, 1750]), mse:0.13975940644741058, compression rate: 0.4564935064935065, 2.190611664295875x
2026-01-06 01:27:22 | INFO | root | 
2026-01-06 01:27:22 | INFO | root | original data shape: torch.Size([1, 22, 1750]), Resized data shape: torch.Size([6, 7, 2048])
2026-01-06 01:27:23 | INFO | root | End purification for resolution 256*256, loss=0.07231434434652328, iterations=256
2026-01-06 01:27:25 | INFO | root | End purification for resolution 512*512, loss=0.0782521590590477, iterations=256
2026-01-06 01:27:28 | INFO | root | End purification for resolution 1024*1024, loss=0.08744557201862335, iterations=512
