2025-12-20 20:37:42 | INFO | root | Purifying autoattack on thubenchmark with eegnet
2025-12-20 20:37:42 | INFO | root | Namespace(dataset='thubenchmark', model='eegnet', fold=0, attack='autoattack', batch_size=32, seed=42, gpu_id=0, config='PTR3d_8_2048_rank3_3d_interpolate.yaml', sample_num=512, visualize=False)
2025-12-20 20:37:42 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-12-20 20:37:43 | INFO | root | Dataset: thubenchmark
2025-12-20 20:37:43 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-12-20 20:37:43 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-20 20:37:43 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-12-20 20:37:43 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-20 20:37:44 | INFO | root | Adversarial and clean data loaded, ad_data shape: torch.Size([512, 1, 64, 1500]), clean_data shape: torch.Size([512, 1, 64, 1500])
2025-12-20 20:37:44 | INFO | root | 
2025-12-20 20:37:44 | INFO | root | Model: eegnet, fold: 0
2025-12-20 20:37:44 | INFO | root | Adversarial data accuracy: 0.177734375, loss: 5.099132791161537
2025-12-20 20:37:44 | INFO | root | Clean data accuracy: 0.927734375, loss: 0.21533196786185727
2025-12-20 20:37:44 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-20 20:37:45 | INFO | root | End purification for resolution 256*256, loss=0.2732499837875366, iterations=256
2025-12-20 20:37:45 | INFO | root | End purification for resolution 512*512, loss=0.3353274464607239, iterations=256
2025-12-20 20:37:46 | INFO | root | End purification for resolution 1024*1024, loss=0.3602187931537628, iterations=512
2025-12-20 20:37:47 | INFO | root | End purification for resolution 2048*2048, loss=0.3685317039489746, iterations=1024
2025-12-20 20:37:47 | INFO | root | Training time: 2.6310508251190186, loss: 0.3685317039489746, params_num: 2719
2025-12-20 20:37:47 | INFO | root | Purified data 0, shape: torch.Size([1, 64, 1500]), mse:0.8581817150115967, compression rate: 0.028322916666666666, 35.307098197866864x
2025-12-20 20:37:47 | INFO | root | 
2025-12-20 20:37:47 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-20 20:37:47 | INFO | root | End purification for resolution 256*256, loss=0.3121074140071869, iterations=256
2025-12-20 20:37:48 | INFO | root | End purification for resolution 512*512, loss=0.33029526472091675, iterations=256
2025-12-20 20:37:48 | INFO | root | End purification for resolution 1024*1024, loss=0.34754490852355957, iterations=512
2025-12-20 20:37:50 | INFO | root | End purification for resolution 2048*2048, loss=0.3563138544559479, iterations=1024
2025-12-20 20:37:50 | INFO | root | Training time: 2.670971155166626, loss: 0.3563138544559479, params_num: 2719
2025-12-20 20:37:50 | INFO | root | Purified data 1, shape: torch.Size([1, 64, 1500]), mse:0.7979132533073425, compression rate: 0.028322916666666666, 35.307098197866864x
2025-12-20 20:37:50 | INFO | root | 
2025-12-20 20:37:50 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-20 20:37:50 | INFO | root | End purification for resolution 256*256, loss=0.2107163518667221, iterations=256
2025-12-20 20:37:50 | INFO | root | End purification for resolution 512*512, loss=0.3159438967704773, iterations=256
2025-12-20 20:37:51 | INFO | root | End purification for resolution 1024*1024, loss=0.35603782534599304, iterations=512
2025-12-20 20:37:52 | INFO | root | End purification for resolution 2048*2048, loss=0.3690422773361206, iterations=1024
2025-12-20 20:37:52 | INFO | root | Training time: 2.6017818450927734, loss: 0.3690422773361206, params_num: 2719
2025-12-20 20:37:52 | INFO | root | Purified data 2, shape: torch.Size([1, 64, 1500]), mse:0.9120376706123352, compression rate: 0.028322916666666666, 35.307098197866864x
2025-12-20 20:37:52 | INFO | root | 
2025-12-20 20:37:52 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-20 20:37:53 | INFO | root | End purification for resolution 256*256, loss=0.29944199323654175, iterations=256
