section,dataset,model,condition,endpoint,scope,seed_count,status,mean_pp,sample_std_pp,positive_seeds
ablation,bciciv2a,atcnet,D-r25,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,atcnet,B−A-r25,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,atcnet,D−C-r25,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,atcnet,D−B-r25,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,conformer,A-r25,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,conformer,B-r25,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,conformer,C-r25,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,conformer,D-r25,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,conformer,B−A-r25,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,conformer,D−C-r25,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,conformer,D−B-r25,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,tcnet,A-r25,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,tcnet,B-r25,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,tcnet,C-r25,PGD,subset_n512,0,pending,,,
ablation,bciciv2a,tcnet,D-r25,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,tcnet,B−A-r25,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,tcnet,D−C-r25,PGD,subset_n512,0,pending,,,
ablation_delta,bciciv2a,tcnet,D−B-r25,PGD,subset_n512,0,pending,,,
ablation,thubenchmark,eegnet,A-r30,PGD,subset_n512,5,complete,77.8125,1.4654946470550054,
ablation,thubenchmark,eegnet,B-r30,PGD,subset_n512,5,complete,77.890625,1.8600888204389259,
ablation,thubenchmark,eegnet,C-r30,PGD,subset_n512,5,complete,79.4921875,1.9677189140244027,
ablation,thubenchmark,eegnet,D-r30,PGD,subset_n512,5,complete,81.40625,1.0996631453327537,
ablation_delta,thubenchmark,eegnet,B−A-r30,PGD,subset_n512,5,complete,0.078125,0.684987418623054,3
