dataset,model,seed,method,attack,scope,rank,metric,value,artifact
seediv,tsception,44,rpcf_at,pgd,full_test,raw,clean,0.4900398406374502,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed44_rpcf_at_pgd.pth
seediv,tsception,44,rpcf_at,pgd,full_test,raw,robust,0.32350597609561754,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed44_rpcf_at_pgd.pth
seediv,tsception,44,rpcf_at,cw,full_test,raw,clean,0.4900398406374502,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed44_rpcf_at_cw.pth
seediv,tsception,44,rpcf_at,cw,full_test,raw,robust,0.0021248339973439574,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed44_rpcf_at_cw.pth
seediv,tsception,45,madry,autoattack,full_test,raw,clean,0.501195219123506,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_madry_autoattack.pth
seediv,tsception,45,madry,autoattack,full_test,raw,robust,0.3115537848605578,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_madry_autoattack.pth
seediv,tsception,45,madry,fgsm,full_test,raw,clean,0.501195219123506,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_madry_fgsm.pth
seediv,tsception,45,madry,fgsm,full_test,raw,robust,0.35856573705179284,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_madry_fgsm.pth
seediv,tsception,45,madry,pgd,full_test,raw,clean,0.501195219123506,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_madry_pgd.pth
seediv,tsception,45,madry,pgd,full_test,raw,robust,0.349003984063745,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_madry_pgd.pth
seediv,tsception,45,madry,cw,full_test,raw,clean,0.501195219123506,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_madry_cw.pth
seediv,tsception,45,madry,cw,full_test,raw,robust,0.0029216467463479417,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_madry_cw.pth
seediv,tsception,45,trades,autoattack,full_test,raw,clean,0.649667994687915,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_trades_autoattack.pth
seediv,tsception,45,trades,autoattack,full_test,raw,robust,0.0037184594953519256,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_trades_autoattack.pth
seediv,tsception,45,trades,fgsm,full_test,raw,clean,0.649667994687915,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_trades_fgsm.pth
seediv,tsception,45,trades,fgsm,full_test,raw,robust,0.008764940239043825,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_trades_fgsm.pth
seediv,tsception,45,trades,pgd,full_test,raw,clean,0.649667994687915,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_trades_pgd.pth
seediv,tsception,45,trades,pgd,full_test,raw,robust,0.004249667994687915,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_trades_pgd.pth
seediv,tsception,45,trades,cw,full_test,raw,clean,0.649667994687915,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_trades_cw.pth
seediv,tsception,45,trades,cw,full_test,raw,robust,0.0,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_trades_cw.pth
seediv,tsception,45,fbf,autoattack,full_test,raw,clean,0.654448871181939,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_fbf_autoattack.pth
seediv,tsception,45,fbf,autoattack,full_test,raw,robust,0.02895086321381142,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_fbf_autoattack.pth
seediv,tsception,45,fbf,fgsm,full_test,raw,clean,0.654448871181939,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_fbf_fgsm.pth
seediv,tsception,45,fbf,fgsm,full_test,raw,robust,0.07065073041168658,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_fbf_fgsm.pth
seediv,tsception,45,fbf,pgd,full_test,raw,clean,0.654448871181939,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_fbf_pgd.pth
seediv,tsception,45,fbf,pgd,full_test,raw,robust,0.03691899070385126,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_fbf_pgd.pth
seediv,tsception,45,fbf,cw,full_test,raw,clean,0.654448871181939,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_fbf_cw.pth
seediv,tsception,45,fbf,cw,full_test,raw,robust,0.0026560424966799467,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_fbf_cw.pth
seediv,tsception,45,ea_forward,autoattack,full_test,raw,clean,0.27171314741035857,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_ea_forward_autoattack.pth
seediv,tsception,45,ea_forward,autoattack,full_test,raw,robust,0.27171314741035857,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_ea_forward_autoattack.pth
seediv,tsception,45,ea_forward,fgsm,full_test,raw,clean,0.27197875166002655,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_ea_forward_fgsm.pth
seediv,tsception,45,ea_forward,fgsm,full_test,raw,robust,0.27224435590969454,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_ea_forward_fgsm.pth
seediv,tsception,45,ea_forward,pgd,full_test,raw,clean,0.27197875166002655,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_ea_forward_pgd.pth
seediv,tsception,45,ea_forward,pgd,full_test,raw,robust,0.27171314741035857,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_ea_forward_pgd.pth
seediv,tsception,45,ea_forward,cw,full_test,raw,clean,0.27197875166002655,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_ea_forward_cw.pth
seediv,tsception,45,ea_forward,cw,full_test,raw,robust,0.27224435590969454,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_ea_forward_cw.pth
seediv,tsception,45,rpcf_at,autoattack,full_test,raw,clean,0.4953519256308101,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_rpcf_at_autoattack.pth
seediv,tsception,45,rpcf_at,autoattack,full_test,raw,robust,0.29136786188579017,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_rpcf_at_autoattack.pth
seediv,tsception,45,rpcf_at,fgsm,full_test,raw,clean,0.4953519256308101,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_rpcf_at_fgsm.pth
seediv,tsception,45,rpcf_at,fgsm,full_test,raw,robust,0.33811420982735724,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_rpcf_at_fgsm.pth
seediv,tsception,45,rpcf_at,pgd,full_test,raw,clean,0.4953519256308101,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_rpcf_at_pgd.pth
seediv,tsception,45,rpcf_at,pgd,full_test,raw,robust,0.32695883134130144,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_rpcf_at_pgd.pth
seediv,tsception,45,rpcf_at,cw,full_test,raw,clean,0.4953519256308101,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_rpcf_at_cw.pth
seediv,tsception,45,rpcf_at,cw,full_test,raw,robust,0.0018592297476759628,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed45_rpcf_at_cw.pth
seediv,tsception,46,madry,autoattack,full_test,raw,clean,0.49163346613545816,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_madry_autoattack.pth
seediv,tsception,46,madry,autoattack,full_test,raw,robust,0.31314741035856575,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_madry_autoattack.pth
seediv,tsception,46,madry,fgsm,full_test,raw,clean,0.49163346613545816,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_madry_fgsm.pth
seediv,tsception,46,madry,fgsm,full_test,raw,robust,0.3529880478087649,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_madry_fgsm.pth
seediv,tsception,46,madry,pgd,full_test,raw,clean,0.49163346613545816,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_madry_pgd.pth
seediv,tsception,46,madry,pgd,full_test,raw,robust,0.3468791500664011,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_madry_pgd.pth
seediv,tsception,46,madry,cw,full_test,raw,clean,0.49163346613545816,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_madry_cw.pth
seediv,tsception,46,madry,cw,full_test,raw,robust,0.0021248339973439574,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_madry_cw.pth
seediv,tsception,46,trades,autoattack,full_test,raw,clean,0.6693227091633466,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_trades_autoattack.pth
seediv,tsception,46,trades,autoattack,full_test,raw,robust,0.006108897742363878,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_trades_autoattack.pth
seediv,tsception,46,trades,fgsm,full_test,raw,clean,0.6693227091633466,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_trades_fgsm.pth
seediv,tsception,46,trades,fgsm,full_test,raw,robust,0.01593625498007968,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_trades_fgsm.pth
seediv,tsception,46,trades,pgd,full_test,raw,clean,0.6693227091633466,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_trades_pgd.pth
seediv,tsception,46,trades,pgd,full_test,raw,robust,0.006640106241699867,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_trades_pgd.pth
seediv,tsception,46,trades,cw,full_test,raw,clean,0.6693227091633466,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_trades_cw.pth
seediv,tsception,46,trades,cw,full_test,raw,robust,0.0002656042496679947,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_trades_cw.pth
seediv,tsception,46,fbf,autoattack,full_test,raw,clean,0.647277556440903,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_fbf_autoattack.pth
seediv,tsception,46,fbf,autoattack,full_test,raw,robust,0.03213811420982736,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_fbf_autoattack.pth
seediv,tsception,46,fbf,fgsm,full_test,raw,clean,0.647277556440903,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_fbf_fgsm.pth
seediv,tsception,46,fbf,fgsm,full_test,raw,robust,0.07569721115537849,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_fbf_fgsm.pth
seediv,tsception,46,fbf,pgd,full_test,raw,clean,0.647277556440903,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_fbf_pgd.pth
seediv,tsception,46,fbf,pgd,full_test,raw,robust,0.04249667994687915,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_fbf_pgd.pth
seediv,tsception,46,fbf,cw,full_test,raw,clean,0.647277556440903,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_fbf_cw.pth
seediv,tsception,46,fbf,cw,full_test,raw,robust,0.0,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_fbf_cw.pth
seediv,tsception,46,ea_forward,autoattack,full_test,raw,clean,0.2725099601593626,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_ea_forward_autoattack.pth
seediv,tsception,46,ea_forward,autoattack,full_test,raw,robust,0.2725099601593626,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_ea_forward_autoattack.pth
seediv,tsception,46,ea_forward,fgsm,full_test,raw,clean,0.2725099601593626,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_ea_forward_fgsm.pth
seediv,tsception,46,ea_forward,fgsm,full_test,raw,robust,0.2725099601593626,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_ea_forward_fgsm.pth
seediv,tsception,46,ea_forward,pgd,full_test,raw,clean,0.2725099601593626,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_ea_forward_pgd.pth
seediv,tsception,46,ea_forward,pgd,full_test,raw,robust,0.2725099601593626,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_ea_forward_pgd.pth
seediv,tsception,46,ea_forward,cw,full_test,raw,clean,0.2725099601593626,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_ea_forward_cw.pth
seediv,tsception,46,ea_forward,cw,full_test,raw,robust,0.2725099601593626,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_ea_forward_cw.pth
seediv,tsception,46,rpcf_at,autoattack,full_test,raw,clean,0.501460823373174,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_rpcf_at_autoattack.pth
seediv,tsception,46,rpcf_at,autoattack,full_test,raw,robust,0.3057104913678619,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_rpcf_at_autoattack.pth
seediv,tsception,46,rpcf_at,fgsm,full_test,raw,clean,0.501460823373174,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_rpcf_at_fgsm.pth
seediv,tsception,46,rpcf_at,fgsm,full_test,raw,robust,0.3444887118193891,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_rpcf_at_fgsm.pth
seediv,tsception,46,rpcf_at,pgd,full_test,raw,clean,0.501460823373174,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_rpcf_at_pgd.pth
seediv,tsception,46,rpcf_at,pgd,full_test,raw,robust,0.3357237715803453,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_rpcf_at_pgd.pth
seediv,tsception,46,rpcf_at,cw,full_test,raw,clean,0.501460823373174,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_rpcf_at_cw.pth
seediv,tsception,46,rpcf_at,cw,full_test,raw,robust,0.0007968127490039841,ad_data/exp031/exp031_full_20260729_174215/seediv_tsception_seed46_rpcf_at_cw.pth
seediv,atcnet,42,madry,autoattack,full_test,raw,clean,0.4563081009296149,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_madry_autoattack.pth
seediv,atcnet,42,madry,autoattack,full_test,raw,robust,0.2621513944223108,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_madry_autoattack.pth
seediv,atcnet,42,madry,fgsm,full_test,raw,clean,0.4563081009296149,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_madry_fgsm.pth
seediv,atcnet,42,madry,fgsm,full_test,raw,robust,0.2860557768924303,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_madry_fgsm.pth
seediv,atcnet,42,madry,pgd,full_test,raw,clean,0.4563081009296149,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_madry_pgd.pth
seediv,atcnet,42,madry,pgd,full_test,raw,robust,0.28286852589641437,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_madry_pgd.pth
seediv,atcnet,42,madry,cw,full_test,raw,clean,0.4563081009296149,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_madry_cw.pth
seediv,atcnet,42,madry,cw,full_test,raw,robust,0.0010624169986719787,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_madry_cw.pth
seediv,atcnet,42,trades,autoattack,full_test,raw,clean,0.6183266932270917,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_trades_autoattack.pth
seediv,atcnet,42,trades,autoattack,full_test,raw,robust,0.017795484727755644,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_trades_autoattack.pth
seediv,atcnet,42,trades,fgsm,full_test,raw,clean,0.6183266932270917,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_trades_fgsm.pth
seediv,atcnet,42,trades,fgsm,full_test,raw,robust,0.031075697211155377,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_trades_fgsm.pth
seediv,atcnet,42,trades,pgd,full_test,raw,clean,0.6183266932270917,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_trades_pgd.pth
seediv,atcnet,42,trades,pgd,full_test,raw,robust,0.018061088977423638,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_trades_pgd.pth
seediv,atcnet,42,trades,cw,full_test,raw,clean,0.6183266932270917,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_trades_cw.pth
seediv,atcnet,42,trades,cw,full_test,raw,robust,0.003452855245683931,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_trades_cw.pth
seediv,atcnet,42,fbf,autoattack,full_test,raw,clean,0.5755644090305445,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_fbf_autoattack.pth
seediv,atcnet,42,fbf,autoattack,full_test,raw,robust,0.05444887118193891,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_fbf_autoattack.pth
seediv,atcnet,42,fbf,fgsm,full_test,raw,clean,0.5755644090305445,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_fbf_fgsm.pth
seediv,atcnet,42,fbf,fgsm,full_test,raw,robust,0.08366533864541832,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_fbf_fgsm.pth
seediv,atcnet,42,fbf,pgd,full_test,raw,clean,0.5755644090305445,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_fbf_pgd.pth
seediv,atcnet,42,fbf,pgd,full_test,raw,robust,0.0600265604249668,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_fbf_pgd.pth
seediv,atcnet,42,fbf,cw,full_test,raw,clean,0.5755644090305445,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_fbf_cw.pth
seediv,atcnet,42,fbf,cw,full_test,raw,robust,0.0,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_fbf_cw.pth
seediv,atcnet,42,ea_forward,autoattack,full_test,raw,clean,0.3049136786188579,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_ea_forward_autoattack.pth
seediv,atcnet,42,ea_forward,autoattack,full_test,raw,robust,0.16148738379814076,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_ea_forward_autoattack.pth
seediv,atcnet,42,ea_forward,fgsm,full_test,raw,clean,0.300132802124834,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_ea_forward_fgsm.pth
seediv,atcnet,42,ea_forward,fgsm,full_test,raw,robust,0.11314741035856574,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_ea_forward_fgsm.pth
seediv,atcnet,42,ea_forward,pgd,full_test,raw,clean,0.300132802124834,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_ea_forward_pgd.pth
seediv,atcnet,42,ea_forward,pgd,full_test,raw,robust,0.06932270916334661,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_ea_forward_pgd.pth
seediv,atcnet,42,ea_forward,cw,full_test,raw,clean,0.300132802124834,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_ea_forward_cw.pth
seediv,atcnet,42,ea_forward,cw,full_test,raw,robust,0.021779548472775564,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_ea_forward_cw.pth
seediv,atcnet,42,rpcf_at,autoattack,full_test,raw,clean,0.45152722443559096,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_rpcf_at_autoattack.pth
seediv,atcnet,42,rpcf_at,autoattack,full_test,raw,robust,0.2568393094289509,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_rpcf_at_autoattack.pth
seediv,atcnet,42,rpcf_at,fgsm,full_test,raw,clean,0.45152722443559096,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_rpcf_at_fgsm.pth
seediv,atcnet,42,rpcf_at,fgsm,full_test,raw,robust,0.27808764940239045,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_rpcf_at_fgsm.pth
seediv,atcnet,42,rpcf_at,pgd,full_test,raw,clean,0.45152722443559096,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_rpcf_at_pgd.pth
seediv,atcnet,42,rpcf_at,pgd,full_test,raw,robust,0.2764940239043825,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_rpcf_at_pgd.pth
seediv,atcnet,42,rpcf_at,cw,full_test,raw,clean,0.45152722443559096,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_rpcf_at_cw.pth
seediv,atcnet,42,rpcf_at,cw,full_test,raw,robust,0.0010624169986719787,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed42_rpcf_at_cw.pth
seediv,atcnet,43,madry,autoattack,full_test,raw,clean,0.46719787516600264,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_madry_autoattack.pth
seediv,atcnet,43,madry,autoattack,full_test,raw,robust,0.2703851261620186,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_madry_autoattack.pth
seediv,atcnet,43,madry,fgsm,full_test,raw,clean,0.46719787516600264,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_madry_fgsm.pth
seediv,atcnet,43,madry,fgsm,full_test,raw,robust,0.29694555112881804,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_madry_fgsm.pth
seediv,atcnet,43,madry,pgd,full_test,raw,clean,0.46719787516600264,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_madry_pgd.pth
seediv,atcnet,43,madry,pgd,full_test,raw,robust,0.2948207171314741,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_madry_pgd.pth
seediv,atcnet,43,madry,cw,full_test,raw,clean,0.46719787516600264,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_madry_cw.pth
seediv,atcnet,43,madry,cw,full_test,raw,robust,0.0018592297476759628,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_madry_cw.pth
seediv,atcnet,43,trades,autoattack,full_test,raw,clean,0.6239043824701195,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_trades_autoattack.pth
seediv,atcnet,43,trades,autoattack,full_test,raw,robust,0.020717131474103586,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_trades_autoattack.pth
seediv,atcnet,43,trades,fgsm,full_test,raw,clean,0.6239043824701195,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_trades_fgsm.pth
seediv,atcnet,43,trades,fgsm,full_test,raw,robust,0.036653386454183264,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_trades_fgsm.pth
seediv,atcnet,43,trades,pgd,full_test,raw,clean,0.6239043824701195,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_trades_pgd.pth
seediv,atcnet,43,trades,pgd,full_test,raw,robust,0.02098273572377158,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_trades_pgd.pth
seediv,atcnet,43,trades,cw,full_test,raw,clean,0.6239043824701195,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_trades_cw.pth
seediv,atcnet,43,trades,cw,full_test,raw,robust,0.0002656042496679947,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_trades_cw.pth
seediv,atcnet,43,fbf,autoattack,full_test,raw,clean,0.5808764940239044,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_fbf_autoattack.pth
seediv,atcnet,43,fbf,autoattack,full_test,raw,robust,0.05843293492695883,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_fbf_autoattack.pth
seediv,atcnet,43,fbf,fgsm,full_test,raw,clean,0.5808764940239044,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_fbf_fgsm.pth
seediv,atcnet,43,fbf,fgsm,full_test,raw,robust,0.08764940239043825,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_fbf_fgsm.pth
seediv,atcnet,43,fbf,pgd,full_test,raw,clean,0.5808764940239044,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_fbf_pgd.pth
seediv,atcnet,43,fbf,pgd,full_test,raw,robust,0.06374501992031872,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_fbf_pgd.pth
seediv,atcnet,43,fbf,cw,full_test,raw,clean,0.5808764940239044,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_fbf_cw.pth
seediv,atcnet,43,fbf,cw,full_test,raw,robust,0.0002656042496679947,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_fbf_cw.pth
seediv,atcnet,43,ea_forward,autoattack,full_test,raw,clean,0.30278884462151395,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_ea_forward_autoattack.pth
seediv,atcnet,43,ea_forward,autoattack,full_test,raw,robust,0.2695883134130146,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_ea_forward_autoattack.pth
seediv,atcnet,43,ea_forward,fgsm,full_test,raw,clean,0.30624169986719785,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_ea_forward_fgsm.pth
seediv,atcnet,43,ea_forward,fgsm,full_test,raw,robust,0.2539176626826029,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_ea_forward_fgsm.pth
seediv,atcnet,43,ea_forward,pgd,full_test,raw,clean,0.30624169986719785,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_ea_forward_pgd.pth
seediv,atcnet,43,ea_forward,pgd,full_test,raw,robust,0.22257636122177954,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_ea_forward_pgd.pth
seediv,atcnet,43,ea_forward,cw,full_test,raw,clean,0.30624169986719785,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_ea_forward_cw.pth
seediv,atcnet,43,ea_forward,cw,full_test,raw,robust,0.0905710491367862,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_ea_forward_cw.pth
seediv,atcnet,43,rpcf_at,autoattack,full_test,raw,clean,0.46693227091633466,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_rpcf_at_autoattack.pth
seediv,atcnet,43,rpcf_at,autoattack,full_test,raw,robust,0.2610889774236388,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_rpcf_at_autoattack.pth
seediv,atcnet,43,rpcf_at,fgsm,full_test,raw,clean,0.46693227091633466,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_rpcf_at_fgsm.pth
seediv,atcnet,43,rpcf_at,fgsm,full_test,raw,robust,0.2860557768924303,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_rpcf_at_fgsm.pth
seediv,atcnet,43,rpcf_at,pgd,full_test,raw,clean,0.46693227091633466,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_rpcf_at_pgd.pth
seediv,atcnet,43,rpcf_at,pgd,full_test,raw,robust,0.2839309428950863,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_rpcf_at_pgd.pth
seediv,atcnet,43,rpcf_at,cw,full_test,raw,clean,0.46693227091633466,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_rpcf_at_cw.pth
seediv,atcnet,43,rpcf_at,cw,full_test,raw,robust,0.0002656042496679947,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed43_rpcf_at_cw.pth
seediv,atcnet,44,madry,autoattack,full_test,raw,clean,0.44621513944223107,ad_data/exp031/exp031_full_20260729_174215/seediv_atcnet_seed44_madry_autoattack.pth
