dataset,model,seed,method,attack,scope,rank,metric,value,artifact
bciciv2a,tcnet,43,madry,cw,full_test,raw,robust,0.019157088122605363,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_madry_cw.pth
bciciv2a,tcnet,43,trades,autoattack,full_test,raw,clean,0.60727969348659,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_trades_autoattack.pth
bciciv2a,tcnet,43,trades,autoattack,full_test,raw,robust,0.03639846743295019,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_trades_autoattack.pth
bciciv2a,tcnet,43,trades,fgsm,full_test,raw,clean,0.60727969348659,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_trades_fgsm.pth
bciciv2a,tcnet,43,trades,fgsm,full_test,raw,robust,0.07662835249042145,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_trades_fgsm.pth
bciciv2a,tcnet,43,trades,pgd,full_test,raw,clean,0.60727969348659,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_trades_pgd.pth
bciciv2a,tcnet,43,trades,pgd,full_test,raw,robust,0.038314176245210725,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_trades_pgd.pth
bciciv2a,tcnet,43,trades,cw,full_test,raw,clean,0.60727969348659,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_trades_cw.pth
bciciv2a,tcnet,43,trades,cw,full_test,raw,robust,0.019157088122605363,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_trades_cw.pth
bciciv2a,tcnet,43,fbf,autoattack,full_test,raw,clean,0.553639846743295,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_fbf_autoattack.pth
bciciv2a,tcnet,43,fbf,autoattack,full_test,raw,robust,0.09961685823754789,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_fbf_autoattack.pth
bciciv2a,tcnet,43,fbf,fgsm,full_test,raw,clean,0.553639846743295,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_fbf_fgsm.pth
bciciv2a,tcnet,43,fbf,fgsm,full_test,raw,robust,0.1532567049808429,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_fbf_fgsm.pth
bciciv2a,tcnet,43,fbf,pgd,full_test,raw,clean,0.553639846743295,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_fbf_pgd.pth
bciciv2a,tcnet,43,fbf,pgd,full_test,raw,robust,0.11302681992337164,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_fbf_pgd.pth
bciciv2a,tcnet,43,fbf,cw,full_test,raw,clean,0.553639846743295,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_fbf_cw.pth
bciciv2a,tcnet,43,fbf,cw,full_test,raw,robust,0.028735632183908046,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_fbf_cw.pth
bciciv2a,tcnet,43,ea_forward,autoattack,full_test,raw,clean,0.2567049808429119,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_ea_forward_autoattack.pth
bciciv2a,tcnet,43,ea_forward,autoattack,full_test,raw,robust,0.034482758620689655,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_ea_forward_autoattack.pth
bciciv2a,tcnet,43,ea_forward,fgsm,full_test,raw,clean,0.24329501915708812,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_ea_forward_fgsm.pth
bciciv2a,tcnet,43,ea_forward,fgsm,full_test,raw,robust,0.18582375478927204,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_ea_forward_fgsm.pth
bciciv2a,tcnet,43,ea_forward,pgd,full_test,raw,clean,0.24329501915708812,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_ea_forward_pgd.pth
bciciv2a,tcnet,43,ea_forward,pgd,full_test,raw,robust,0.0,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_ea_forward_pgd.pth
bciciv2a,tcnet,43,ea_forward,cw,full_test,raw,clean,0.24329501915708812,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_ea_forward_cw.pth
bciciv2a,tcnet,43,ea_forward,cw,full_test,raw,robust,0.2049808429118774,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_ea_forward_cw.pth
bciciv2a,tcnet,43,rpcf_at,autoattack,full_test,raw,clean,0.41762452107279696,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_rpcf_at_autoattack.pth
bciciv2a,tcnet,43,rpcf_at,autoattack,full_test,raw,robust,0.28735632183908044,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_rpcf_at_autoattack.pth
bciciv2a,tcnet,43,rpcf_at,fgsm,full_test,raw,clean,0.41762452107279696,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_rpcf_at_fgsm.pth
bciciv2a,tcnet,43,rpcf_at,fgsm,full_test,raw,robust,0.3103448275862069,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_rpcf_at_fgsm.pth
bciciv2a,tcnet,43,rpcf_at,pgd,full_test,raw,clean,0.41762452107279696,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_rpcf_at_pgd.pth
bciciv2a,tcnet,43,rpcf_at,pgd,full_test,raw,robust,0.3065134099616858,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_rpcf_at_pgd.pth
bciciv2a,tcnet,43,rpcf_at,cw,full_test,raw,clean,0.41762452107279696,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_rpcf_at_cw.pth
bciciv2a,tcnet,43,rpcf_at,cw,full_test,raw,robust,0.022988505747126436,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed43_rpcf_at_cw.pth
bciciv2a,tcnet,44,madry,autoattack,full_test,raw,clean,0.2509578544061303,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_madry_autoattack.pth
bciciv2a,tcnet,44,madry,autoattack,full_test,raw,robust,0.0421455938697318,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_madry_autoattack.pth
bciciv2a,tcnet,44,madry,fgsm,full_test,raw,clean,0.2509578544061303,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_madry_fgsm.pth
bciciv2a,tcnet,44,madry,fgsm,full_test,raw,robust,0.07854406130268199,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_madry_fgsm.pth
bciciv2a,tcnet,44,madry,pgd,full_test,raw,clean,0.2509578544061303,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_madry_pgd.pth
bciciv2a,tcnet,44,madry,pgd,full_test,raw,robust,0.06513409961685823,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_madry_pgd.pth
bciciv2a,tcnet,44,madry,cw,full_test,raw,clean,0.2509578544061303,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_madry_cw.pth
bciciv2a,tcnet,44,madry,cw,full_test,raw,robust,0.013409961685823755,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_madry_cw.pth
bciciv2a,tcnet,44,trades,autoattack,full_test,raw,clean,0.5804597701149425,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_trades_autoattack.pth
bciciv2a,tcnet,44,trades,autoattack,full_test,raw,robust,0.0421455938697318,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_trades_autoattack.pth
bciciv2a,tcnet,44,trades,fgsm,full_test,raw,clean,0.5804597701149425,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_trades_fgsm.pth
bciciv2a,tcnet,44,trades,fgsm,full_test,raw,robust,0.06896551724137931,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_trades_fgsm.pth
bciciv2a,tcnet,44,trades,pgd,full_test,raw,clean,0.5804597701149425,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_trades_pgd.pth
bciciv2a,tcnet,44,trades,pgd,full_test,raw,robust,0.04789272030651341,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_trades_pgd.pth
bciciv2a,tcnet,44,trades,cw,full_test,raw,clean,0.5804597701149425,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_trades_cw.pth
bciciv2a,tcnet,44,trades,cw,full_test,raw,robust,0.032567049808429116,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_trades_cw.pth
bciciv2a,tcnet,44,fbf,autoattack,full_test,raw,clean,0.524904214559387,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_fbf_autoattack.pth
bciciv2a,tcnet,44,fbf,autoattack,full_test,raw,robust,0.10727969348659004,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_fbf_autoattack.pth
bciciv2a,tcnet,44,fbf,fgsm,full_test,raw,clean,0.524904214559387,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_fbf_fgsm.pth
bciciv2a,tcnet,44,fbf,fgsm,full_test,raw,robust,0.17624521072796934,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_fbf_fgsm.pth
bciciv2a,tcnet,44,fbf,pgd,full_test,raw,clean,0.524904214559387,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_fbf_pgd.pth
bciciv2a,tcnet,44,fbf,pgd,full_test,raw,robust,0.13409961685823754,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_fbf_pgd.pth
bciciv2a,tcnet,44,fbf,cw,full_test,raw,clean,0.524904214559387,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_fbf_cw.pth
bciciv2a,tcnet,44,fbf,cw,full_test,raw,robust,0.04980842911877394,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_fbf_cw.pth
bciciv2a,tcnet,44,ea_forward,autoattack,full_test,raw,clean,0.2567049808429119,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_ea_forward_autoattack.pth
bciciv2a,tcnet,44,ea_forward,autoattack,full_test,raw,robust,0.019157088122605363,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_ea_forward_autoattack.pth
bciciv2a,tcnet,44,ea_forward,fgsm,full_test,raw,clean,0.24904214559386972,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_ea_forward_fgsm.pth
bciciv2a,tcnet,44,ea_forward,fgsm,full_test,raw,robust,0.03065134099616858,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_ea_forward_fgsm.pth
bciciv2a,tcnet,44,ea_forward,pgd,full_test,raw,clean,0.24904214559386972,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_ea_forward_pgd.pth
bciciv2a,tcnet,44,ea_forward,pgd,full_test,raw,robust,0.0,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_ea_forward_pgd.pth
bciciv2a,tcnet,44,ea_forward,cw,full_test,raw,clean,0.24904214559386972,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_ea_forward_cw.pth
bciciv2a,tcnet,44,ea_forward,cw,full_test,raw,robust,0.10727969348659004,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_ea_forward_cw.pth
bciciv2a,tcnet,44,rpcf_at,autoattack,full_test,raw,clean,0.2681992337164751,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_rpcf_at_autoattack.pth
bciciv2a,tcnet,44,rpcf_at,autoattack,full_test,raw,robust,0.12835249042145594,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_rpcf_at_autoattack.pth
bciciv2a,tcnet,44,rpcf_at,fgsm,full_test,raw,clean,0.2681992337164751,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_rpcf_at_fgsm.pth
bciciv2a,tcnet,44,rpcf_at,fgsm,full_test,raw,robust,0.15900383141762453,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_rpcf_at_fgsm.pth
bciciv2a,tcnet,44,rpcf_at,pgd,full_test,raw,clean,0.2681992337164751,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_rpcf_at_pgd.pth
bciciv2a,tcnet,44,rpcf_at,pgd,full_test,raw,robust,0.15517241379310345,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_rpcf_at_pgd.pth
bciciv2a,tcnet,44,rpcf_at,cw,full_test,raw,clean,0.2681992337164751,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_rpcf_at_cw.pth
bciciv2a,tcnet,44,rpcf_at,cw,full_test,raw,robust,0.038314176245210725,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed44_rpcf_at_cw.pth
bciciv2a,tcnet,45,madry,autoattack,full_test,raw,clean,0.25287356321839083,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_madry_autoattack.pth
bciciv2a,tcnet,45,madry,autoattack,full_test,raw,robust,0.05938697318007663,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_madry_autoattack.pth
bciciv2a,tcnet,45,madry,fgsm,full_test,raw,clean,0.25287356321839083,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_madry_fgsm.pth
bciciv2a,tcnet,45,madry,fgsm,full_test,raw,robust,0.10344827586206896,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_madry_fgsm.pth
bciciv2a,tcnet,45,madry,pgd,full_test,raw,clean,0.25287356321839083,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_madry_pgd.pth
bciciv2a,tcnet,45,madry,pgd,full_test,raw,robust,0.0842911877394636,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_madry_pgd.pth
bciciv2a,tcnet,45,madry,cw,full_test,raw,clean,0.25287356321839083,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_madry_cw.pth
bciciv2a,tcnet,45,madry,cw,full_test,raw,robust,0.005747126436781609,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_madry_cw.pth
bciciv2a,tcnet,45,trades,autoattack,full_test,raw,clean,0.5708812260536399,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_trades_autoattack.pth
bciciv2a,tcnet,45,trades,autoattack,full_test,raw,robust,0.03639846743295019,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_trades_autoattack.pth
bciciv2a,tcnet,45,trades,fgsm,full_test,raw,clean,0.5708812260536399,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_trades_fgsm.pth
bciciv2a,tcnet,45,trades,fgsm,full_test,raw,robust,0.07662835249042145,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_trades_fgsm.pth
bciciv2a,tcnet,45,trades,pgd,full_test,raw,clean,0.5708812260536399,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_trades_pgd.pth
bciciv2a,tcnet,45,trades,pgd,full_test,raw,robust,0.038314176245210725,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_trades_pgd.pth
bciciv2a,tcnet,45,trades,cw,full_test,raw,clean,0.5708812260536399,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_trades_cw.pth
bciciv2a,tcnet,45,trades,cw,full_test,raw,robust,0.01532567049808429,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_trades_cw.pth
bciciv2a,tcnet,45,fbf,autoattack,full_test,raw,clean,0.5478927203065134,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_fbf_autoattack.pth
bciciv2a,tcnet,45,fbf,autoattack,full_test,raw,robust,0.11685823754789272,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_fbf_autoattack.pth
bciciv2a,tcnet,45,fbf,fgsm,full_test,raw,clean,0.5478927203065134,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_fbf_fgsm.pth
bciciv2a,tcnet,45,fbf,fgsm,full_test,raw,robust,0.1685823754789272,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_fbf_fgsm.pth
bciciv2a,tcnet,45,fbf,pgd,full_test,raw,clean,0.5478927203065134,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_fbf_pgd.pth
bciciv2a,tcnet,45,fbf,pgd,full_test,raw,robust,0.12643678160919541,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_fbf_pgd.pth
bciciv2a,tcnet,45,fbf,cw,full_test,raw,clean,0.5478927203065134,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_fbf_cw.pth
bciciv2a,tcnet,45,fbf,cw,full_test,raw,robust,0.02681992337164751,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_fbf_cw.pth
bciciv2a,tcnet,45,ea_forward,autoattack,full_test,raw,clean,0.2720306513409962,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_ea_forward_autoattack.pth
bciciv2a,tcnet,45,ea_forward,autoattack,full_test,raw,robust,0.0210727969348659,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_ea_forward_autoattack.pth
bciciv2a,tcnet,45,ea_forward,fgsm,full_test,raw,clean,0.26436781609195403,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_ea_forward_fgsm.pth
bciciv2a,tcnet,45,ea_forward,fgsm,full_test,raw,robust,0.038314176245210725,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_ea_forward_fgsm.pth
bciciv2a,tcnet,45,ea_forward,pgd,full_test,raw,clean,0.26436781609195403,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_ea_forward_pgd.pth
bciciv2a,tcnet,45,ea_forward,pgd,full_test,raw,robust,0.0,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_ea_forward_pgd.pth
bciciv2a,tcnet,45,ea_forward,cw,full_test,raw,clean,0.26436781609195403,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_ea_forward_cw.pth
bciciv2a,tcnet,45,ea_forward,cw,full_test,raw,robust,0.1053639846743295,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_ea_forward_cw.pth
bciciv2a,tcnet,45,rpcf_at,autoattack,full_test,raw,clean,0.29118773946360155,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_rpcf_at_autoattack.pth
bciciv2a,tcnet,45,rpcf_at,autoattack,full_test,raw,robust,0.16475095785440613,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_rpcf_at_autoattack.pth
bciciv2a,tcnet,45,rpcf_at,fgsm,full_test,raw,clean,0.29118773946360155,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_rpcf_at_fgsm.pth
bciciv2a,tcnet,45,rpcf_at,fgsm,full_test,raw,robust,0.19731800766283525,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_rpcf_at_fgsm.pth
bciciv2a,tcnet,45,rpcf_at,pgd,full_test,raw,clean,0.29118773946360155,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_rpcf_at_pgd.pth
bciciv2a,tcnet,45,rpcf_at,pgd,full_test,raw,robust,0.19540229885057472,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_rpcf_at_pgd.pth
bciciv2a,tcnet,45,rpcf_at,cw,full_test,raw,clean,0.29118773946360155,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_rpcf_at_cw.pth
bciciv2a,tcnet,45,rpcf_at,cw,full_test,raw,robust,0.08237547892720307,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed45_rpcf_at_cw.pth
bciciv2a,tcnet,46,madry,autoattack,full_test,raw,clean,0.4444444444444444,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_madry_autoattack.pth
bciciv2a,tcnet,46,madry,autoattack,full_test,raw,robust,0.23371647509578544,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_madry_autoattack.pth
bciciv2a,tcnet,46,madry,fgsm,full_test,raw,clean,0.4444444444444444,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_madry_fgsm.pth
bciciv2a,tcnet,46,madry,fgsm,full_test,raw,robust,0.28544061302681994,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_madry_fgsm.pth
bciciv2a,tcnet,46,madry,pgd,full_test,raw,clean,0.4444444444444444,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_madry_pgd.pth
bciciv2a,tcnet,46,madry,pgd,full_test,raw,robust,0.2624521072796935,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_madry_pgd.pth
bciciv2a,tcnet,46,madry,cw,full_test,raw,clean,0.4444444444444444,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_madry_cw.pth
bciciv2a,tcnet,46,madry,cw,full_test,raw,robust,0.017241379310344827,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_madry_cw.pth
bciciv2a,tcnet,46,trades,autoattack,full_test,raw,clean,0.5881226053639846,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_trades_autoattack.pth
bciciv2a,tcnet,46,trades,autoattack,full_test,raw,robust,0.04980842911877394,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_trades_autoattack.pth
bciciv2a,tcnet,46,trades,fgsm,full_test,raw,clean,0.5881226053639846,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_trades_fgsm.pth
bciciv2a,tcnet,46,trades,fgsm,full_test,raw,robust,0.08045977011494253,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_trades_fgsm.pth
bciciv2a,tcnet,46,trades,pgd,full_test,raw,clean,0.5881226053639846,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_trades_pgd.pth
bciciv2a,tcnet,46,trades,pgd,full_test,raw,robust,0.04789272030651341,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_trades_pgd.pth
bciciv2a,tcnet,46,trades,cw,full_test,raw,clean,0.5881226053639846,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_trades_cw.pth
bciciv2a,tcnet,46,trades,cw,full_test,raw,robust,0.009578544061302681,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_trades_cw.pth
bciciv2a,tcnet,46,fbf,autoattack,full_test,raw,clean,0.5421455938697318,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_fbf_autoattack.pth
bciciv2a,tcnet,46,fbf,autoattack,full_test,raw,robust,0.11302681992337164,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_fbf_autoattack.pth
bciciv2a,tcnet,46,fbf,fgsm,full_test,raw,clean,0.5421455938697318,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_fbf_fgsm.pth
bciciv2a,tcnet,46,fbf,fgsm,full_test,raw,robust,0.19540229885057472,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_fbf_fgsm.pth
bciciv2a,tcnet,46,fbf,pgd,full_test,raw,clean,0.5421455938697318,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_fbf_pgd.pth
bciciv2a,tcnet,46,fbf,pgd,full_test,raw,robust,0.13793103448275862,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_fbf_pgd.pth
bciciv2a,tcnet,46,fbf,cw,full_test,raw,clean,0.5421455938697318,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_fbf_cw.pth
bciciv2a,tcnet,46,fbf,cw,full_test,raw,robust,0.040229885057471264,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_fbf_cw.pth
bciciv2a,tcnet,46,ea_forward,autoattack,full_test,raw,clean,0.2547892720306513,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_ea_forward_autoattack.pth
bciciv2a,tcnet,46,ea_forward,autoattack,full_test,raw,robust,0.03065134099616858,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_ea_forward_autoattack.pth
bciciv2a,tcnet,46,ea_forward,fgsm,full_test,raw,clean,0.2567049808429119,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_ea_forward_fgsm.pth
bciciv2a,tcnet,46,ea_forward,fgsm,full_test,raw,robust,0.08812260536398467,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_ea_forward_fgsm.pth
bciciv2a,tcnet,46,ea_forward,pgd,full_test,raw,clean,0.2567049808429119,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_ea_forward_pgd.pth
bciciv2a,tcnet,46,ea_forward,pgd,full_test,raw,robust,0.0,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_ea_forward_pgd.pth
bciciv2a,tcnet,46,ea_forward,cw,full_test,raw,clean,0.2567049808429119,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_ea_forward_cw.pth
bciciv2a,tcnet,46,ea_forward,cw,full_test,raw,robust,0.24329501915708812,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_ea_forward_cw.pth
bciciv2a,tcnet,46,rpcf_at,autoattack,full_test,raw,clean,0.4501915708812261,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_rpcf_at_autoattack.pth
bciciv2a,tcnet,46,rpcf_at,autoattack,full_test,raw,robust,0.23754789272030652,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_rpcf_at_autoattack.pth
bciciv2a,tcnet,46,rpcf_at,fgsm,full_test,raw,clean,0.4501915708812261,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_rpcf_at_fgsm.pth
bciciv2a,tcnet,46,rpcf_at,fgsm,full_test,raw,robust,0.28160919540229884,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_rpcf_at_fgsm.pth
bciciv2a,tcnet,46,rpcf_at,pgd,full_test,raw,clean,0.4501915708812261,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_rpcf_at_pgd.pth
bciciv2a,tcnet,46,rpcf_at,pgd,full_test,raw,robust,0.2681992337164751,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_rpcf_at_pgd.pth
bciciv2a,tcnet,46,rpcf_at,cw,full_test,raw,clean,0.4501915708812261,ad_data/exp031/exp031_full_20260729_174215/bciciv2a_tcnet_seed46_rpcf_at_cw.pth
