dataset,model,method,attack,scope,rank,metric,seed,comparison,delta_pp
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,30,clean,45,rpcf_minus_madry,0.5859375
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,30,clean,45,tnp_minus_same_subset_raw,-1.953125
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,30,robust,45,rpcf_minus_madry,2.1484375
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,30,robust,45,tnp_minus_same_subset_raw,3.90625
thubenchmark,eegnet,rpcf_at,cw,subset_n512,raw,clean,45,rpcf_minus_madry,0.0
thubenchmark,eegnet,rpcf_at,cw,subset_n512,raw,robust,45,rpcf_minus_madry,0.0
thubenchmark,eegnet,rpcf_at,cw,subset_n512,25,clean,45,rpcf_minus_madry,0.1953125
thubenchmark,eegnet,rpcf_at,cw,subset_n512,25,clean,45,tnp_minus_same_subset_raw,-3.125
thubenchmark,eegnet,rpcf_at,cw,subset_n512,25,robust,45,rpcf_minus_madry,4.1015625
thubenchmark,eegnet,rpcf_at,cw,subset_n512,25,robust,45,tnp_minus_same_subset_raw,28.515625
thubenchmark,eegnet,rpcf_at,cw,subset_n512,30,clean,45,rpcf_minus_madry,0.5859375
thubenchmark,eegnet,rpcf_at,cw,subset_n512,30,clean,45,tnp_minus_same_subset_raw,-1.953125
thubenchmark,eegnet,rpcf_at,cw,subset_n512,30,robust,45,rpcf_minus_madry,3.125
thubenchmark,eegnet,rpcf_at,cw,subset_n512,30,robust,45,tnp_minus_same_subset_raw,19.7265625
thubenchmark,eegnet,madry,autoattack,subset_n512,25,clean,46,tnp_minus_same_subset_raw,-2.5390625
thubenchmark,eegnet,madry,autoattack,subset_n512,25,robust,46,tnp_minus_same_subset_raw,4.296875
thubenchmark,eegnet,madry,autoattack,subset_n512,30,clean,46,tnp_minus_same_subset_raw,-1.953125
thubenchmark,eegnet,madry,autoattack,subset_n512,30,robust,46,tnp_minus_same_subset_raw,3.125
thubenchmark,eegnet,madry,fgsm,subset_n512,25,clean,46,tnp_minus_same_subset_raw,-2.5390625
thubenchmark,eegnet,madry,fgsm,subset_n512,25,robust,46,tnp_minus_same_subset_raw,-0.9765625
thubenchmark,eegnet,madry,fgsm,subset_n512,30,clean,46,tnp_minus_same_subset_raw,-1.953125
thubenchmark,eegnet,madry,fgsm,subset_n512,30,robust,46,tnp_minus_same_subset_raw,-1.5625
thubenchmark,eegnet,madry,pgd,subset_n512,25,clean,46,tnp_minus_same_subset_raw,-2.5390625
thubenchmark,eegnet,madry,pgd,subset_n512,25,robust,46,tnp_minus_same_subset_raw,0.0
thubenchmark,eegnet,madry,pgd,subset_n512,30,clean,46,tnp_minus_same_subset_raw,-1.953125
thubenchmark,eegnet,madry,pgd,subset_n512,30,robust,46,tnp_minus_same_subset_raw,-0.390625
thubenchmark,eegnet,madry,cw,subset_n512,25,clean,46,tnp_minus_same_subset_raw,-2.5390625
thubenchmark,eegnet,madry,cw,subset_n512,25,robust,46,tnp_minus_same_subset_raw,27.734375
thubenchmark,eegnet,madry,cw,subset_n512,30,clean,46,tnp_minus_same_subset_raw,-1.953125
thubenchmark,eegnet,madry,cw,subset_n512,30,robust,46,tnp_minus_same_subset_raw,19.140625
thubenchmark,eegnet,rpcf_at,autoattack,subset_n512,raw,clean,46,rpcf_minus_madry,0.1953125
thubenchmark,eegnet,rpcf_at,autoattack,subset_n512,raw,robust,46,rpcf_minus_madry,0.0
thubenchmark,eegnet,rpcf_at,autoattack,subset_n512,25,clean,46,rpcf_minus_madry,0.5859375
thubenchmark,eegnet,rpcf_at,autoattack,subset_n512,25,clean,46,tnp_minus_same_subset_raw,-2.1484375
thubenchmark,eegnet,rpcf_at,autoattack,subset_n512,25,robust,46,rpcf_minus_madry,1.3671875
thubenchmark,eegnet,rpcf_at,autoattack,subset_n512,25,robust,46,tnp_minus_same_subset_raw,5.6640625
thubenchmark,eegnet,rpcf_at,autoattack,subset_n512,30,clean,46,rpcf_minus_madry,0.5859375
thubenchmark,eegnet,rpcf_at,autoattack,subset_n512,30,clean,46,tnp_minus_same_subset_raw,-1.5625
thubenchmark,eegnet,rpcf_at,autoattack,subset_n512,30,robust,46,rpcf_minus_madry,2.9296875
thubenchmark,eegnet,rpcf_at,autoattack,subset_n512,30,robust,46,tnp_minus_same_subset_raw,6.0546875
thubenchmark,eegnet,rpcf_at,fgsm,subset_n512,raw,clean,46,rpcf_minus_madry,0.1953125
thubenchmark,eegnet,rpcf_at,fgsm,subset_n512,raw,robust,46,rpcf_minus_madry,-0.390625
thubenchmark,eegnet,rpcf_at,fgsm,subset_n512,25,clean,46,rpcf_minus_madry,0.5859375
thubenchmark,eegnet,rpcf_at,fgsm,subset_n512,25,clean,46,tnp_minus_same_subset_raw,-2.1484375
thubenchmark,eegnet,rpcf_at,fgsm,subset_n512,25,robust,46,rpcf_minus_madry,3.90625
thubenchmark,eegnet,rpcf_at,fgsm,subset_n512,25,robust,46,tnp_minus_same_subset_raw,3.3203125
thubenchmark,eegnet,rpcf_at,fgsm,subset_n512,30,clean,46,rpcf_minus_madry,0.5859375
thubenchmark,eegnet,rpcf_at,fgsm,subset_n512,30,clean,46,tnp_minus_same_subset_raw,-1.5625
thubenchmark,eegnet,rpcf_at,fgsm,subset_n512,30,robust,46,rpcf_minus_madry,4.6875
thubenchmark,eegnet,rpcf_at,fgsm,subset_n512,30,robust,46,tnp_minus_same_subset_raw,3.515625
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,raw,clean,46,rpcf_minus_madry,0.1953125
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,raw,robust,46,rpcf_minus_madry,0.1953125
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,25,clean,46,rpcf_minus_madry,0.5859375
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,25,clean,46,tnp_minus_same_subset_raw,-2.1484375
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,25,robust,46,rpcf_minus_madry,4.8828125
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,25,robust,46,tnp_minus_same_subset_raw,4.6875
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,30,clean,46,rpcf_minus_madry,0.5859375
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,30,clean,46,tnp_minus_same_subset_raw,-1.5625
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,30,robust,46,rpcf_minus_madry,4.6875
thubenchmark,eegnet,rpcf_at,pgd,subset_n512,30,robust,46,tnp_minus_same_subset_raw,4.1015625
thubenchmark,eegnet,rpcf_at,cw,subset_n512,raw,clean,46,rpcf_minus_madry,0.1953125
thubenchmark,eegnet,rpcf_at,cw,subset_n512,raw,robust,46,rpcf_minus_madry,0.0
thubenchmark,eegnet,rpcf_at,cw,subset_n512,25,clean,46,rpcf_minus_madry,0.5859375
thubenchmark,eegnet,rpcf_at,cw,subset_n512,25,clean,46,tnp_minus_same_subset_raw,-2.1484375
thubenchmark,eegnet,rpcf_at,cw,subset_n512,25,robust,46,rpcf_minus_madry,-1.171875
thubenchmark,eegnet,rpcf_at,cw,subset_n512,25,robust,46,tnp_minus_same_subset_raw,26.5625
thubenchmark,eegnet,rpcf_at,cw,subset_n512,30,clean,46,rpcf_minus_madry,0.5859375
thubenchmark,eegnet,rpcf_at,cw,subset_n512,30,clean,46,tnp_minus_same_subset_raw,-1.5625
thubenchmark,eegnet,rpcf_at,cw,subset_n512,30,robust,46,rpcf_minus_madry,-2.34375
thubenchmark,eegnet,rpcf_at,cw,subset_n512,30,robust,46,tnp_minus_same_subset_raw,16.796875
thubenchmark,deepconvnet,madry,autoattack,subset_n512,25,clean,42,tnp_minus_same_subset_raw,-2.34375
thubenchmark,deepconvnet,madry,autoattack,subset_n512,25,robust,42,tnp_minus_same_subset_raw,6.8359375
thubenchmark,deepconvnet,madry,autoattack,subset_n512,30,clean,42,tnp_minus_same_subset_raw,-1.953125
thubenchmark,deepconvnet,madry,autoattack,subset_n512,30,robust,42,tnp_minus_same_subset_raw,5.46875
thubenchmark,deepconvnet,madry,fgsm,subset_n512,25,clean,42,tnp_minus_same_subset_raw,-2.34375
thubenchmark,deepconvnet,madry,fgsm,subset_n512,25,robust,42,tnp_minus_same_subset_raw,1.171875
thubenchmark,deepconvnet,madry,fgsm,subset_n512,30,clean,42,tnp_minus_same_subset_raw,-1.953125
thubenchmark,deepconvnet,madry,fgsm,subset_n512,30,robust,42,tnp_minus_same_subset_raw,1.953125
thubenchmark,deepconvnet,madry,pgd,subset_n512,25,clean,42,tnp_minus_same_subset_raw,-2.34375
thubenchmark,deepconvnet,madry,pgd,subset_n512,25,robust,42,tnp_minus_same_subset_raw,2.9296875
thubenchmark,deepconvnet,madry,pgd,subset_n512,30,clean,42,tnp_minus_same_subset_raw,-1.953125
thubenchmark,deepconvnet,madry,pgd,subset_n512,30,robust,42,tnp_minus_same_subset_raw,2.734375
thubenchmark,deepconvnet,madry,cw,subset_n512,25,clean,42,tnp_minus_same_subset_raw,-2.34375
thubenchmark,deepconvnet,madry,cw,subset_n512,25,robust,42,tnp_minus_same_subset_raw,26.7578125
thubenchmark,deepconvnet,madry,cw,subset_n512,30,clean,42,tnp_minus_same_subset_raw,-1.953125
thubenchmark,deepconvnet,madry,cw,subset_n512,30,robust,42,tnp_minus_same_subset_raw,15.4296875
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,raw,clean,42,rpcf_minus_madry,0.78125
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,raw,robust,42,rpcf_minus_madry,3.125
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,clean,42,rpcf_minus_madry,0.390625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,clean,42,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,robust,42,rpcf_minus_madry,0.1953125
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,robust,42,tnp_minus_same_subset_raw,3.90625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,clean,42,rpcf_minus_madry,0.9765625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,clean,42,tnp_minus_same_subset_raw,-1.7578125
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,robust,42,rpcf_minus_madry,0.78125
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,robust,42,tnp_minus_same_subset_raw,3.125
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,raw,clean,42,rpcf_minus_madry,0.78125
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,raw,robust,42,rpcf_minus_madry,2.9296875
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,clean,42,rpcf_minus_madry,0.390625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,clean,42,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,robust,42,rpcf_minus_madry,-0.9765625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,robust,42,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,clean,42,rpcf_minus_madry,0.9765625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,clean,42,tnp_minus_same_subset_raw,-1.7578125
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,robust,42,rpcf_minus_madry,0.0
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,robust,42,tnp_minus_same_subset_raw,-0.9765625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,raw,clean,42,rpcf_minus_madry,0.78125
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,raw,robust,42,rpcf_minus_madry,1.953125
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,clean,42,rpcf_minus_madry,0.390625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,clean,42,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,robust,42,rpcf_minus_madry,0.5859375
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,robust,42,tnp_minus_same_subset_raw,1.5625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,clean,42,rpcf_minus_madry,0.9765625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,clean,42,tnp_minus_same_subset_raw,-1.7578125
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,robust,42,rpcf_minus_madry,-0.390625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,robust,42,tnp_minus_same_subset_raw,0.390625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,raw,clean,42,rpcf_minus_madry,0.78125
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,raw,robust,42,rpcf_minus_madry,0.0
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,clean,42,rpcf_minus_madry,0.390625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,clean,42,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,robust,42,rpcf_minus_madry,-19.3359375
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,robust,42,tnp_minus_same_subset_raw,7.421875
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,clean,42,rpcf_minus_madry,0.9765625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,clean,42,tnp_minus_same_subset_raw,-1.7578125
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,robust,42,rpcf_minus_madry,-12.890625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,robust,42,tnp_minus_same_subset_raw,2.5390625
thubenchmark,deepconvnet,madry,autoattack,subset_n512,25,clean,43,tnp_minus_same_subset_raw,-4.6875
thubenchmark,deepconvnet,madry,autoattack,subset_n512,25,robust,43,tnp_minus_same_subset_raw,4.1015625
thubenchmark,deepconvnet,madry,autoattack,subset_n512,30,clean,43,tnp_minus_same_subset_raw,-3.7109375
thubenchmark,deepconvnet,madry,autoattack,subset_n512,30,robust,43,tnp_minus_same_subset_raw,2.734375
thubenchmark,deepconvnet,madry,fgsm,subset_n512,25,clean,43,tnp_minus_same_subset_raw,-4.6875
thubenchmark,deepconvnet,madry,fgsm,subset_n512,25,robust,43,tnp_minus_same_subset_raw,0.9765625
thubenchmark,deepconvnet,madry,fgsm,subset_n512,30,clean,43,tnp_minus_same_subset_raw,-3.7109375
thubenchmark,deepconvnet,madry,fgsm,subset_n512,30,robust,43,tnp_minus_same_subset_raw,-0.78125
thubenchmark,deepconvnet,madry,pgd,subset_n512,25,clean,43,tnp_minus_same_subset_raw,-4.6875
thubenchmark,deepconvnet,madry,pgd,subset_n512,25,robust,43,tnp_minus_same_subset_raw,0.9765625
thubenchmark,deepconvnet,madry,pgd,subset_n512,30,clean,43,tnp_minus_same_subset_raw,-3.7109375
thubenchmark,deepconvnet,madry,pgd,subset_n512,30,robust,43,tnp_minus_same_subset_raw,1.171875
thubenchmark,deepconvnet,madry,cw,subset_n512,25,clean,43,tnp_minus_same_subset_raw,-4.6875
thubenchmark,deepconvnet,madry,cw,subset_n512,25,robust,43,tnp_minus_same_subset_raw,8.984375
thubenchmark,deepconvnet,madry,cw,subset_n512,30,clean,43,tnp_minus_same_subset_raw,-3.7109375
thubenchmark,deepconvnet,madry,cw,subset_n512,30,robust,43,tnp_minus_same_subset_raw,2.5390625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,raw,clean,43,rpcf_minus_madry,-0.390625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,raw,robust,43,rpcf_minus_madry,-1.171875
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,clean,43,rpcf_minus_madry,0.390625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,clean,43,tnp_minus_same_subset_raw,-3.90625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,robust,43,rpcf_minus_madry,-1.171875
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,robust,43,tnp_minus_same_subset_raw,4.1015625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,clean,43,rpcf_minus_madry,0.5859375
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,clean,43,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,robust,43,rpcf_minus_madry,0.78125
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,robust,43,tnp_minus_same_subset_raw,4.6875
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,raw,clean,43,rpcf_minus_madry,-0.390625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,raw,robust,43,rpcf_minus_madry,-0.78125
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,clean,43,rpcf_minus_madry,0.390625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,clean,43,tnp_minus_same_subset_raw,-3.90625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,robust,43,rpcf_minus_madry,0.5859375
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,robust,43,tnp_minus_same_subset_raw,2.34375
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,clean,43,rpcf_minus_madry,0.5859375
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,clean,43,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,robust,43,rpcf_minus_madry,0.9765625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,robust,43,tnp_minus_same_subset_raw,0.9765625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,raw,clean,43,rpcf_minus_madry,-0.390625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,raw,robust,43,rpcf_minus_madry,-1.171875
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,clean,43,rpcf_minus_madry,0.390625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,clean,43,tnp_minus_same_subset_raw,-3.90625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,robust,43,rpcf_minus_madry,-0.1953125
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,robust,43,tnp_minus_same_subset_raw,1.953125
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,clean,43,rpcf_minus_madry,0.5859375
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,clean,43,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,robust,43,rpcf_minus_madry,-0.1953125
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,robust,43,tnp_minus_same_subset_raw,2.1484375
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,raw,clean,43,rpcf_minus_madry,-0.390625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,raw,robust,43,rpcf_minus_madry,0.0
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,clean,43,rpcf_minus_madry,0.390625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,clean,43,tnp_minus_same_subset_raw,-3.90625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,robust,43,rpcf_minus_madry,-6.0546875
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,robust,43,tnp_minus_same_subset_raw,2.9296875
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,clean,43,rpcf_minus_madry,0.5859375
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,clean,43,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,robust,43,rpcf_minus_madry,-1.5625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,robust,43,tnp_minus_same_subset_raw,0.9765625
thubenchmark,deepconvnet,madry,autoattack,subset_n512,25,clean,44,tnp_minus_same_subset_raw,-2.5390625
thubenchmark,deepconvnet,madry,autoattack,subset_n512,25,robust,44,tnp_minus_same_subset_raw,5.2734375
thubenchmark,deepconvnet,madry,autoattack,subset_n512,30,clean,44,tnp_minus_same_subset_raw,-1.953125
thubenchmark,deepconvnet,madry,autoattack,subset_n512,30,robust,44,tnp_minus_same_subset_raw,4.6875
thubenchmark,deepconvnet,madry,fgsm,subset_n512,25,clean,44,tnp_minus_same_subset_raw,-2.5390625
thubenchmark,deepconvnet,madry,fgsm,subset_n512,25,robust,44,tnp_minus_same_subset_raw,1.171875
thubenchmark,deepconvnet,madry,fgsm,subset_n512,30,clean,44,tnp_minus_same_subset_raw,-1.953125
thubenchmark,deepconvnet,madry,fgsm,subset_n512,30,robust,44,tnp_minus_same_subset_raw,1.5625
thubenchmark,deepconvnet,madry,pgd,subset_n512,25,clean,44,tnp_minus_same_subset_raw,-2.5390625
thubenchmark,deepconvnet,madry,pgd,subset_n512,25,robust,44,tnp_minus_same_subset_raw,3.515625
thubenchmark,deepconvnet,madry,pgd,subset_n512,30,clean,44,tnp_minus_same_subset_raw,-1.953125
thubenchmark,deepconvnet,madry,pgd,subset_n512,30,robust,44,tnp_minus_same_subset_raw,1.953125
thubenchmark,deepconvnet,madry,cw,subset_n512,25,clean,44,tnp_minus_same_subset_raw,-2.5390625
thubenchmark,deepconvnet,madry,cw,subset_n512,25,robust,44,tnp_minus_same_subset_raw,14.6484375
thubenchmark,deepconvnet,madry,cw,subset_n512,30,clean,44,tnp_minus_same_subset_raw,-1.953125
thubenchmark,deepconvnet,madry,cw,subset_n512,30,robust,44,tnp_minus_same_subset_raw,5.859375
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,raw,clean,44,rpcf_minus_madry,1.5625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,raw,robust,44,rpcf_minus_madry,1.953125
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,clean,44,rpcf_minus_madry,2.5390625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,clean,44,tnp_minus_same_subset_raw,-1.5625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,robust,44,rpcf_minus_madry,2.5390625
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,robust,44,tnp_minus_same_subset_raw,5.859375
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,clean,44,rpcf_minus_madry,0.78125
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,clean,44,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,robust,44,rpcf_minus_madry,1.953125
thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,robust,44,tnp_minus_same_subset_raw,4.6875
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,raw,clean,44,rpcf_minus_madry,1.5625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,raw,robust,44,rpcf_minus_madry,2.5390625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,clean,44,rpcf_minus_madry,2.5390625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,clean,44,tnp_minus_same_subset_raw,-1.5625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,robust,44,rpcf_minus_madry,1.5625
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,robust,44,tnp_minus_same_subset_raw,0.1953125
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,clean,44,rpcf_minus_madry,0.78125
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,clean,44,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,robust,44,rpcf_minus_madry,1.7578125
thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,robust,44,tnp_minus_same_subset_raw,0.78125
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,raw,clean,44,rpcf_minus_madry,1.5625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,raw,robust,44,rpcf_minus_madry,2.1484375
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,clean,44,rpcf_minus_madry,2.5390625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,clean,44,tnp_minus_same_subset_raw,-1.5625
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,robust,44,rpcf_minus_madry,0.78125
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,robust,44,tnp_minus_same_subset_raw,2.1484375
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,clean,44,rpcf_minus_madry,0.78125
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,clean,44,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,robust,44,rpcf_minus_madry,1.7578125
thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,robust,44,tnp_minus_same_subset_raw,1.5625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,raw,clean,44,rpcf_minus_madry,1.5625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,raw,robust,44,rpcf_minus_madry,0.0
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,clean,44,rpcf_minus_madry,2.5390625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,clean,44,tnp_minus_same_subset_raw,-1.5625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,robust,44,rpcf_minus_madry,-10.7421875
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,robust,44,tnp_minus_same_subset_raw,3.90625
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,clean,44,rpcf_minus_madry,0.78125
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,clean,44,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,robust,44,rpcf_minus_madry,-4.296875
thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,robust,44,tnp_minus_same_subset_raw,1.5625
thubenchmark,deepconvnet,madry,autoattack,subset_n512,25,clean,45,tnp_minus_same_subset_raw,-3.515625
thubenchmark,deepconvnet,madry,autoattack,subset_n512,25,robust,45,tnp_minus_same_subset_raw,5.6640625
thubenchmark,deepconvnet,madry,autoattack,subset_n512,30,clean,45,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,madry,autoattack,subset_n512,30,robust,45,tnp_minus_same_subset_raw,5.859375
thubenchmark,deepconvnet,madry,fgsm,subset_n512,25,clean,45,tnp_minus_same_subset_raw,-3.515625
thubenchmark,deepconvnet,madry,fgsm,subset_n512,25,robust,45,tnp_minus_same_subset_raw,0.78125
thubenchmark,deepconvnet,madry,fgsm,subset_n512,30,clean,45,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,madry,fgsm,subset_n512,30,robust,45,tnp_minus_same_subset_raw,0.5859375
thubenchmark,deepconvnet,madry,pgd,subset_n512,25,clean,45,tnp_minus_same_subset_raw,-3.515625
thubenchmark,deepconvnet,madry,pgd,subset_n512,25,robust,45,tnp_minus_same_subset_raw,3.7109375
thubenchmark,deepconvnet,madry,pgd,subset_n512,30,clean,45,tnp_minus_same_subset_raw,-2.734375
thubenchmark,deepconvnet,madry,pgd,subset_n512,30,robust,45,tnp_minus_same_subset_raw,2.5390625
thubenchmark,deepconvnet,madry,cw,subset_n512,25,clean,45,tnp_minus_same_subset_raw,-3.515625
