task_id,kind,dataset,model,seed,method,attack,returncode,elapsed_seconds,physical_gpu,actual_batch_size,actual_cache_attack_batch_size,actual_rpcf_batch_size,actual_rpcf_eval_batch_size,status,output_exists,artifact
prepare_data_thubenchmark,prepare_data,thubenchmark,,-1,,,0,180.53060865402222,0,128,,,,completed,True,logs/exp031/exp031_full_20260729_174215/data/thubenchmark.json
prepare_data_seediv,prepare_data,seediv,,-1,,,0,549.4719579219818,0,128,,,,completed,True,logs/exp031/exp031_full_20260729_174215/data/seediv.json
prepare_data_bciciv2a,prepare_data,bciciv2a,,-1,,,0,34.04793405532837,0,128,,,,completed,True,logs/exp031/exp031_full_20260729_174215/data/bciciv2a.json
train_standard_thubenchmark_eegnet_seed42_madry,train_standard,thubenchmark,eegnet,42,madry,,0,14171.994806289673,1,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_madry_eps0.03_42_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_eegnet_seed42_trades,train_standard,thubenchmark,eegnet,42,trades,,0,18807.978881835938,1,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_trades_eps0.03_42_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_eegnet_seed42_fbf,train_standard,thubenchmark,eegnet,42,fbf,,0,8256.095712900162,1,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_fbf_eps0.03_42_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_eegnet_seed42_ea_forward,train_ea,thubenchmark,eegnet,42,ea_forward,,0,19187.610330581665,1,128,,,,completed,True,checkpoints/thubenchmark_eegnet_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_42_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_eegnet_seed42_madry,rpcf_cache,thubenchmark,eegnet,42,madry,,0,62848.95532202721,0,128,16,,,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_eegnet_seed42.pth
rpcf_at_thubenchmark_eegnet_seed42_rpcf_at,rpcf_at,thubenchmark,eegnet,42,rpcf_at,,0,5933.417353391647,0,128,16,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_madry_eps0.03_42_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_eegnet_seed43_madry,train_standard,thubenchmark,eegnet,43,madry,,0,11296.199762821198,2,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_madry_eps0.03_43_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_eegnet_seed43_trades,train_standard,thubenchmark,eegnet,43,trades,,0,13388.580236911774,2,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_trades_eps0.03_43_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_eegnet_seed43_fbf,train_standard,thubenchmark,eegnet,43,fbf,,0,9585.374117612839,2,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_fbf_eps0.03_43_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_eegnet_seed43_ea_forward,train_ea,thubenchmark,eegnet,43,ea_forward,,0,24091.26578950882,2,128,,,,completed,True,checkpoints/thubenchmark_eegnet_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_43_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_eegnet_seed43_madry,rpcf_cache,thubenchmark,eegnet,43,madry,,0,63147.04560518265,1,128,16,,,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_eegnet_seed43.pth
rpcf_at_thubenchmark_eegnet_seed43_rpcf_at,rpcf_at,thubenchmark,eegnet,43,rpcf_at,,0,6251.348106384277,1,128,16,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_madry_eps0.03_43_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_eegnet_seed44_madry,train_standard,thubenchmark,eegnet,44,madry,,0,12340.174011230469,3,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_madry_eps0.03_44_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_eegnet_seed44_trades,train_standard,thubenchmark,eegnet,44,trades,,0,25712.199017763138,3,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_trades_eps0.03_44_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_eegnet_seed44_fbf,train_standard,thubenchmark,eegnet,44,fbf,,0,6358.657790899277,3,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_fbf_eps0.03_44_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_eegnet_seed44_ea_forward,train_ea,thubenchmark,eegnet,44,ea_forward,,0,16592.487604618073,3,128,,,,completed,True,checkpoints/thubenchmark_eegnet_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_44_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_eegnet_seed44_madry,rpcf_cache,thubenchmark,eegnet,44,madry,,0,63090.954506635666,2,128,16,,,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_eegnet_seed44.pth
rpcf_at_thubenchmark_eegnet_seed44_rpcf_at,rpcf_at,thubenchmark,eegnet,44,rpcf_at,,0,6231.2592034339905,2,128,16,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_madry_eps0.03_44_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_eegnet_seed45_madry,train_standard,thubenchmark,eegnet,45,madry,,0,18491.667308330536,4,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_madry_eps0.03_45_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_eegnet_seed45_trades,train_standard,thubenchmark,eegnet,45,trades,,0,29617.48460459709,4,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_trades_eps0.03_45_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_eegnet_seed45_fbf,train_standard,thubenchmark,eegnet,45,fbf,,0,6050.6777403354645,4,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_fbf_eps0.03_45_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_eegnet_seed45_ea_forward,train_ea,thubenchmark,eegnet,45,ea_forward,,0,15057.942223072052,4,128,,,,completed,True,checkpoints/thubenchmark_eegnet_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_45_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_eegnet_seed45_madry,rpcf_cache,thubenchmark,eegnet,45,madry,,0,63576.8831512928,3,128,16,,,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_eegnet_seed45.pth
rpcf_at_thubenchmark_eegnet_seed45_rpcf_at,rpcf_at,thubenchmark,eegnet,45,rpcf_at,,0,6189.1687026023865,3,128,16,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_madry_eps0.03_45_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_eegnet_seed46_madry,train_standard,thubenchmark,eegnet,46,madry,,0,17119.53926563263,5,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_madry_eps0.03_46_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_eegnet_seed46_trades,train_standard,thubenchmark,eegnet,46,trades,,0,21744.008434534073,5,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_trades_eps0.03_46_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_eegnet_seed46_fbf,train_standard,thubenchmark,eegnet,46,fbf,,0,5202.8413825035095,5,128,,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_fbf_eps0.03_46_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_eegnet_seed46_ea_forward,train_ea,thubenchmark,eegnet,46,ea_forward,,0,12158.29981803894,5,128,,,,completed,True,checkpoints/thubenchmark_eegnet_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_46_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_eegnet_seed46_madry,rpcf_cache,thubenchmark,eegnet,46,madry,,0,62892.60126852989,4,128,16,,,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_eegnet_seed46.pth
rpcf_at_thubenchmark_eegnet_seed46_rpcf_at,rpcf_at,thubenchmark,eegnet,46,rpcf_at,,0,6213.083073139191,4,128,16,,,completed,True,checkpoints/thubenchmark_eegnet_train_only_subject_no_ea_subject_split_madry_eps0.03_46_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_deepconvnet_seed42_madry,train_standard,thubenchmark,deepconvnet,42,madry,,0,8194.647580862045,6,128,,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_madry_eps0.03_42_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_deepconvnet_seed42_trades,train_standard,thubenchmark,deepconvnet,42,trades,,0,15062.595127105713,6,128,,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_trades_eps0.03_42_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_deepconvnet_seed42_fbf,train_standard,thubenchmark,deepconvnet,42,fbf,,0,5261.297661066055,6,128,,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_fbf_eps0.03_42_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_deepconvnet_seed42_ea_forward,train_ea,thubenchmark,deepconvnet,42,ea_forward,,0,22073.021289110184,6,128,,,,completed,True,checkpoints/thubenchmark_deepconvnet_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_42_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_deepconvnet_seed42_madry,rpcf_cache,thubenchmark,deepconvnet,42,madry,,0,35088.93172264099,0,128,8,,,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_deepconvnet_seed42.pth
rpcf_at_thubenchmark_deepconvnet_seed42_rpcf_at,rpcf_at,thubenchmark,deepconvnet,42,rpcf_at,,0,14546.376643180847,0,128,8,32,64,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_madry_eps0.03_42_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_deepconvnet_seed43_madry,train_standard,thubenchmark,deepconvnet,43,madry,,0,15259.776411771774,0,128,,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_madry_eps0.03_43_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_deepconvnet_seed43_trades,train_standard,thubenchmark,deepconvnet,43,trades,,0,10404.810418605804,0,128,,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_trades_eps0.03_43_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_deepconvnet_seed43_fbf,train_standard,thubenchmark,deepconvnet,43,fbf,,0,5048.688232183456,0,128,,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_fbf_eps0.03_43_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_deepconvnet_seed43_ea_forward,train_ea,thubenchmark,deepconvnet,43,ea_forward,,0,18928.502953767776,0,128,,,,completed,True,checkpoints/thubenchmark_deepconvnet_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_43_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_deepconvnet_seed43_madry,rpcf_cache,thubenchmark,deepconvnet,43,madry,,0,34732.82249546051,1,128,8,,,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_deepconvnet_seed43.pth
rpcf_at_thubenchmark_deepconvnet_seed43_rpcf_at,rpcf_at,thubenchmark,deepconvnet,43,rpcf_at,,0,15122.319498538971,1,128,8,32,64,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_madry_eps0.03_43_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_deepconvnet_seed44_madry,train_standard,thubenchmark,deepconvnet,44,madry,,0,9436.132906675339,0,128,,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_madry_eps0.03_44_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_deepconvnet_seed44_trades,train_standard,thubenchmark,deepconvnet,44,trades,,0,9840.89395070076,5,128,32,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_trades_eps0.03_44_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_deepconvnet_seed44_fbf,train_standard,thubenchmark,deepconvnet,44,fbf,,0,2582.36483669281,5,128,32,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_fbf_eps0.03_44_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_deepconvnet_seed44_ea_forward,train_ea,thubenchmark,deepconvnet,44,ea_forward,,0,14138.731460809708,5,128,32,,,completed,True,checkpoints/thubenchmark_deepconvnet_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_44_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_deepconvnet_seed44_madry,rpcf_cache,thubenchmark,deepconvnet,44,madry,,0,34726.73257422447,2,128,8,,,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_deepconvnet_seed44.pth
rpcf_at_thubenchmark_deepconvnet_seed44_rpcf_at,rpcf_at,thubenchmark,deepconvnet,44,rpcf_at,,0,15186.234889745712,2,128,8,32,64,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_madry_eps0.03_44_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_deepconvnet_seed45_madry,train_standard,thubenchmark,deepconvnet,45,madry,,0,9135.414971590042,6,128,,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_madry_eps0.03_45_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_deepconvnet_seed45_trades,train_standard,thubenchmark,deepconvnet,45,trades,,0,9188.24855017662,6,128,32,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_trades_eps0.03_45_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_deepconvnet_seed45_fbf,train_standard,thubenchmark,deepconvnet,45,fbf,,0,1967.7863280773163,6,128,32,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_fbf_eps0.03_45_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_deepconvnet_seed45_ea_forward,train_ea,thubenchmark,deepconvnet,45,ea_forward,,0,11774.286207199097,6,128,32,,,completed,True,checkpoints/thubenchmark_deepconvnet_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_45_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_deepconvnet_seed45_madry,rpcf_cache,thubenchmark,deepconvnet,45,madry,,0,35070.66639637947,3,128,8,,,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_deepconvnet_seed45.pth
rpcf_at_thubenchmark_deepconvnet_seed45_rpcf_at,rpcf_at,thubenchmark,deepconvnet,45,rpcf_at,,0,15226.149688959122,3,128,8,32,64,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_madry_eps0.03_45_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_deepconvnet_seed46_madry,train_standard,thubenchmark,deepconvnet,46,madry,,0,10703.243999004364,6,128,32,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_madry_eps0.03_46_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_deepconvnet_seed46_trades,train_standard,thubenchmark,deepconvnet,46,trades,,0,7187.728413820267,6,128,32,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_trades_eps0.03_46_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_deepconvnet_seed46_fbf,train_standard,thubenchmark,deepconvnet,46,fbf,,0,1787.8294336795807,6,128,32,,,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_fbf_eps0.03_46_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_deepconvnet_seed46_ea_forward,train_ea,thubenchmark,deepconvnet,46,ea_forward,,0,23003.091772794724,6,128,32,,,completed,True,checkpoints/thubenchmark_deepconvnet_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_46_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_deepconvnet_seed46_madry,rpcf_cache,thubenchmark,deepconvnet,46,madry,,0,34516.36493730545,4,128,8,,,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_deepconvnet_seed46.pth
rpcf_at_thubenchmark_deepconvnet_seed46_rpcf_at,rpcf_at,thubenchmark,deepconvnet,46,rpcf_at,,0,14904.046019077301,4,128,8,32,64,completed,True,checkpoints/thubenchmark_deepconvnet_train_only_subject_no_ea_subject_split_madry_eps0.03_46_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_tsception_seed42_madry,train_standard,thubenchmark,tsception,42,madry,,0,27922.49003982544,5,32,32,,,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_madry_eps0.03_42_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_tsception_seed42_trades,train_standard,thubenchmark,tsception,42,trades,,0,22984.587874650955,5,32,32,,,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_trades_eps0.03_42_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_tsception_seed42_fbf,train_standard,thubenchmark,tsception,42,fbf,,0,10507.009312152863,5,32,32,64,128,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_fbf_eps0.03_42_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_tsception_seed42_ea_forward,train_ea,thubenchmark,tsception,42,ea_forward,,0,3748.829231262207,5,32,32,64,128,completed,True,checkpoints/thubenchmark_tsception_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_42_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_tsception_seed42_madry,rpcf_cache,thubenchmark,tsception,42,madry,,0,31780.27014374733,0,32,16,64,128,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_tsception_seed42.pth
rpcf_at_thubenchmark_tsception_seed42_rpcf_at,rpcf_at,thubenchmark,tsception,42,rpcf_at,,0,20446.61320734024,0,32,16,8,16,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_madry_eps0.03_42_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_tsception_seed43_madry,train_standard,thubenchmark,tsception,43,madry,,0,29792.03773713112,6,32,32,,,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_madry_eps0.03_43_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_tsception_seed43_trades,train_standard,thubenchmark,tsception,43,trades,,0,26393.127477884293,6,32,32,,,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_trades_eps0.03_43_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_tsception_seed43_fbf,train_standard,thubenchmark,tsception,43,fbf,,0,7513.071242809296,6,32,32,64,128,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_fbf_eps0.03_43_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_tsception_seed43_ea_forward,train_ea,thubenchmark,tsception,43,ea_forward,,0,4795.7869963645935,6,32,32,64,128,completed,True,checkpoints/thubenchmark_tsception_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_43_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_tsception_seed43_madry,rpcf_cache,thubenchmark,tsception,43,madry,,0,32196.314312934875,1,32,16,64,128,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_tsception_seed43.pth
rpcf_at_thubenchmark_tsception_seed43_rpcf_at,rpcf_at,thubenchmark,tsception,43,rpcf_at,,0,21501.434556007385,1,32,16,8,16,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_madry_eps0.03_43_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_tsception_seed44_madry,train_standard,thubenchmark,tsception,44,madry,,0,33042.27126169205,2,32,16,64,128,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_madry_eps0.03_44_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_tsception_seed44_trades,train_standard,thubenchmark,tsception,44,trades,,0,22153.650685310364,2,32,16,32,64,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_trades_eps0.03_44_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_tsception_seed44_fbf,train_standard,thubenchmark,tsception,44,fbf,,0,8657.229105234146,2,32,16,16,32,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_fbf_eps0.03_44_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_tsception_seed44_ea_forward,train_ea,thubenchmark,tsception,44,ea_forward,,0,3826.649365901947,2,32,16,8,16,completed,True,checkpoints/thubenchmark_tsception_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_44_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_tsception_seed44_madry,rpcf_cache,thubenchmark,tsception,44,madry,,0,32311.33838391304,2,32,16,8,16,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_tsception_seed44.pth
rpcf_at_thubenchmark_tsception_seed44_rpcf_at,rpcf_at,thubenchmark,tsception,44,rpcf_at,,0,19951.121078014374,2,32,16,8,16,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_madry_eps0.03_44_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_tsception_seed45_madry,train_standard,thubenchmark,tsception,45,madry,,0,35584.29775094986,3,32,16,64,128,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_madry_eps0.03_45_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_tsception_seed45_trades,train_standard,thubenchmark,tsception,45,trades,,0,19009.434970855713,3,32,16,32,64,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_trades_eps0.03_45_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_tsception_seed45_fbf,train_standard,thubenchmark,tsception,45,fbf,,0,8257.124343395233,3,32,16,16,32,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_fbf_eps0.03_45_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_tsception_seed45_ea_forward,train_ea,thubenchmark,tsception,45,ea_forward,,0,3804.2819607257843,3,32,16,8,16,completed,True,checkpoints/thubenchmark_tsception_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_45_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_tsception_seed45_madry,rpcf_cache,thubenchmark,tsception,45,madry,,0,32483.798457622528,3,32,16,8,16,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_tsception_seed45.pth
rpcf_at_thubenchmark_tsception_seed45_rpcf_at,rpcf_at,thubenchmark,tsception,45,rpcf_at,,0,19666.93663263321,3,32,16,8,16,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_madry_eps0.03_45_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_tsception_seed46_madry,train_standard,thubenchmark,tsception,46,madry,,0,33378.11032319069,4,32,16,64,128,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_madry_eps0.03_46_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_tsception_seed46_trades,train_standard,thubenchmark,tsception,46,trades,,0,20937.427419424057,4,32,16,32,64,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_trades_eps0.03_46_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_tsception_seed46_fbf,train_standard,thubenchmark,tsception,46,fbf,,0,7901.016263961792,4,32,16,16,32,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_fbf_eps0.03_46_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_tsception_seed46_ea_forward,train_ea,thubenchmark,tsception,46,ea_forward,,0,4058.8359537124634,4,32,16,8,16,completed,True,checkpoints/thubenchmark_tsception_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_46_fold0_exp031_full_20260729_174215_ea_forward_best.pth
rpcf_cache_thubenchmark_tsception_seed46_madry,rpcf_cache,thubenchmark,tsception,46,madry,,0,32505.238668203354,4,32,16,8,16,completed,True,purified_data/exp031/exp031_full_20260729_174215/cache/thubenchmark_tsception_seed46.pth
rpcf_at_thubenchmark_tsception_seed46_rpcf_at,rpcf_at,thubenchmark,tsception,46,rpcf_at,,0,20163.076763391495,0,32,16,8,16,completed,True,checkpoints/thubenchmark_tsception_train_only_subject_no_ea_subject_split_madry_eps0.03_46_fold0_exp031_full_20260729_174215_rpcf_at_best.pth
train_standard_thubenchmark_atcnet_seed42_madry,train_standard,thubenchmark,atcnet,42,madry,,0,12814.911583185196,5,128,32,64,128,completed,True,checkpoints/thubenchmark_atcnet_train_only_subject_no_ea_subject_split_madry_eps0.03_42_fold0_exp031_full_20260729_174215_madry_best.pth
train_standard_thubenchmark_atcnet_seed42_trades,train_standard,thubenchmark,atcnet,42,trades,,0,17168.86290860176,5,128,32,64,128,completed,True,checkpoints/thubenchmark_atcnet_train_only_subject_no_ea_subject_split_trades_eps0.03_42_fold0_exp031_full_20260729_174215_trades_best.pth
train_standard_thubenchmark_atcnet_seed42_fbf,train_standard,thubenchmark,atcnet,42,fbf,,0,3656.096274614334,5,128,32,64,128,completed,True,checkpoints/thubenchmark_atcnet_train_only_subject_no_ea_subject_split_fbf_eps0.03_42_fold0_exp031_full_20260729_174215_fbf_best.pth
train_ea_thubenchmark_atcnet_seed42_ea_forward,train_ea,thubenchmark,atcnet,42,ea_forward,,0,35063.8953101635,5,128,32,64,128,completed,True,checkpoints/thubenchmark_atcnet_ea_forward_train_only_subject_no_ea_subject_split_madry_eps0.03_42_fold0_exp031_full_20260729_174215_ea_forward_best.pth
