2025-12-17 01:27:54 | INFO | root | Purifying autoattack on thubenchmark with eegnet
2025-12-17 01:27:54 | INFO | root | Namespace(dataset='thubenchmark', model='eegnet', fold=0, attack='autoattack', batch_size=32, seed=42, gpu_id=0, config='PTR3d_8_2048_rank15_fft_c1.yaml', sample_num=512, visualize=False)
2025-12-17 01:27:54 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-12-17 01:27:55 | INFO | root | Dataset: thubenchmark
2025-12-17 01:27:55 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-12-17 01:27:55 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-17 01:27:55 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-12-17 01:27:55 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-17 01:27:55 | INFO | root | Adversarial and clean data loaded, ad_data shape: torch.Size([512, 1, 64, 1500]), clean_data shape: torch.Size([512, 1, 64, 1500])
2025-12-17 01:27:55 | INFO | root | 
2025-12-17 01:27:55 | INFO | root | Model: eegnet, fold: 0
2025-12-17 01:27:56 | INFO | root | Adversarial data accuracy: 0.177734375, loss: 5.099132791161537
2025-12-17 01:27:56 | INFO | root | Clean data accuracy: 0.927734375, loss: 0.21533196786185727
2025-12-17 01:27:56 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 4096])
2025-12-17 01:27:56 | INFO | root | End purification for resolution 512*512, loss=0.0680914893746376, iterations=256
2025-12-17 01:27:57 | INFO | root | End purification for resolution 1024*1024, loss=0.03882042318582535, iterations=256
2025-12-17 01:27:57 | INFO | root | End purification for resolution 2048*2048, loss=0.036883819848299026, iterations=512
2025-12-17 01:27:59 | INFO | root | End purification for resolution 4096*4096, loss=0.036453817039728165, iterations=1024
2025-12-17 01:27:59 | INFO | root | Training time: 3.582198143005371, loss: 0.036453817039728165, params_num: 7561
2025-12-17 01:27:59 | INFO | root | Purified data 0, shape: torch.Size([1, 64, 1500]), mse:0.4528731405735016, compression rate: 0.07876041666666667, 12.696733236344398x
2025-12-17 01:27:59 | INFO | root | 
2025-12-17 01:27:59 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 4096])
2025-12-17 01:28:00 | INFO | root | End purification for resolution 512*512, loss=0.06927387416362762, iterations=256
2025-12-17 01:28:00 | INFO | root | End purification for resolution 1024*1024, loss=0.036963723599910736, iterations=256
2025-12-17 01:28:01 | INFO | root | End purification for resolution 2048*2048, loss=0.034330595284700394, iterations=512
2025-12-17 01:28:03 | INFO | root | End purification for resolution 4096*4096, loss=0.03406061977148056, iterations=1024
2025-12-17 01:28:03 | INFO | root | Training time: 3.5036604404449463, loss: 0.03406061977148056, params_num: 7561
2025-12-17 01:28:03 | INFO | root | Purified data 1, shape: torch.Size([1, 64, 1500]), mse:0.4241786301136017, compression rate: 0.07876041666666667, 12.696733236344398x
2025-12-17 01:28:03 | INFO | root | 
2025-12-17 01:28:03 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 4096])
2025-12-17 01:28:03 | INFO | root | End purification for resolution 512*512, loss=0.0653362050652504, iterations=256
2025-12-17 01:28:04 | INFO | root | End purification for resolution 1024*1024, loss=0.04334741085767746, iterations=256
2025-12-17 01:28:05 | INFO | root | End purification for resolution 2048*2048, loss=0.04113883525133133, iterations=512
2025-12-17 01:28:06 | INFO | root | End purification for resolution 4096*4096, loss=0.040543559938669205, iterations=1024
