2025-11-28 13:45:00 | INFO | root | Training thubenchmark with tsception
2025-11-28 13:45:00 | INFO | root | Namespace(dataset='thubenchmark', model='tsception', epochs=400, batch_size=128, lr=0.01, weight_decay=0.0, patience=20, seed=42, gpu_id=0)
2025-11-28 13:45:00 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-28 13:45:03 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-28 13:45:03 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-28 13:45:03 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 13:45:03 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-28 13:45:03 | INFO | root | Model: tsception, Parameter Num: 100584
2025-11-28 13:45:03 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-28 13:45:03 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 13:45:03 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-28 13:45:23 | INFO | root | Epoch: 1, Train Loss: 2.9201, Val Acc: 0.1440, Val Loss: 2.3407, Test Acc: 0.1667, Test Loss: 2.3463, Learning Rate: 0.010000
2025-11-28 13:45:42 | INFO | root | Epoch: 2, Train Loss: 2.0460, Val Acc: 0.3131, Val Loss: 1.7220, Test Acc: 0.2940, Test Loss: 1.7471, Learning Rate: 0.010000
2025-11-28 13:46:01 | INFO | root | Epoch: 3, Train Loss: 1.7691, Val Acc: 0.3000, Val Loss: 1.6829, Test Acc: 0.3226, Test Loss: 1.6529, Learning Rate: 0.010000
2025-11-28 13:46:20 | INFO | root | Epoch: 4, Train Loss: 1.5818, Val Acc: 0.3702, Val Loss: 1.4939, Test Acc: 0.3869, Test Loss: 1.4247, Learning Rate: 0.010000
2025-11-28 13:46:38 | INFO | root | Epoch: 5, Train Loss: 1.4501, Val Acc: 0.4655, Val Loss: 1.2637, Test Acc: 0.4548, Test Loss: 1.2716, Learning Rate: 0.010000
2025-11-28 13:46:57 | INFO | root | Epoch: 6, Train Loss: 1.3729, Val Acc: 0.3488, Val Loss: 1.5922, Test Acc: 0.4036, Test Loss: 1.5632, Learning Rate: 0.010000
2025-11-28 13:47:16 | INFO | root | Epoch: 7, Train Loss: 1.2527, Val Acc: 0.4976, Val Loss: 1.2200, Test Acc: 0.5310, Test Loss: 1.1527, Learning Rate: 0.010000
2025-11-28 13:47:36 | INFO | root | Epoch: 8, Train Loss: 1.1709, Val Acc: 0.4345, Val Loss: 1.2676, Test Acc: 0.4548, Test Loss: 1.2678, Learning Rate: 0.010000
2025-11-28 13:47:55 | INFO | root | Epoch: 9, Train Loss: 1.1199, Val Acc: 0.4798, Val Loss: 1.2758, Test Acc: 0.4774, Test Loss: 1.2511, Learning Rate: 0.010000
2025-11-28 13:48:14 | INFO | root | Epoch: 10, Train Loss: 1.0566, Val Acc: 0.5714, Val Loss: 1.0816, Test Acc: 0.5524, Test Loss: 1.0585, Learning Rate: 0.010000
2025-11-28 13:48:33 | INFO | root | Epoch: 11, Train Loss: 0.9716, Val Acc: 0.5679, Val Loss: 1.0274, Test Acc: 0.5667, Test Loss: 0.9818, Learning Rate: 0.010000
2025-11-28 13:48:52 | INFO | root | Epoch: 12, Train Loss: 0.9263, Val Acc: 0.6738, Val Loss: 0.8778, Test Acc: 0.6512, Test Loss: 0.9084, Learning Rate: 0.010000
2025-11-28 13:49:10 | INFO | root | Epoch: 13, Train Loss: 0.8993, Val Acc: 0.6048, Val Loss: 1.0173, Test Acc: 0.5631, Test Loss: 1.0435, Learning Rate: 0.010000
2025-11-28 13:49:29 | INFO | root | Epoch: 14, Train Loss: 0.8216, Val Acc: 0.6393, Val Loss: 0.9524, Test Acc: 0.5833, Test Loss: 1.0900, Learning Rate: 0.010000
2025-11-28 13:49:48 | INFO | root | Epoch: 15, Train Loss: 0.7872, Val Acc: 0.6298, Val Loss: 0.9629, Test Acc: 0.6310, Test Loss: 0.9597, Learning Rate: 0.010000
2025-11-28 13:50:08 | INFO | root | Epoch: 16, Train Loss: 0.8078, Val Acc: 0.7048, Val Loss: 0.7635, Test Acc: 0.6964, Test Loss: 0.7974, Learning Rate: 0.010000
2025-11-28 13:50:27 | INFO | root | Epoch: 17, Train Loss: 0.7244, Val Acc: 0.6500, Val Loss: 0.9109, Test Acc: 0.6333, Test Loss: 0.9850, Learning Rate: 0.010000
2025-11-28 13:50:46 | INFO | root | Epoch: 18, Train Loss: 0.7029, Val Acc: 0.6869, Val Loss: 0.9040, Test Acc: 0.6798, Test Loss: 0.8999, Learning Rate: 0.010000
2025-11-28 13:51:06 | INFO | root | Epoch: 19, Train Loss: 0.6819, Val Acc: 0.6238, Val Loss: 1.0833, Test Acc: 0.6369, Test Loss: 1.0297, Learning Rate: 0.010000
2025-11-28 13:51:24 | INFO | root | Epoch: 20, Train Loss: 0.6689, Val Acc: 0.5702, Val Loss: 1.3915, Test Acc: 0.5667, Test Loss: 1.4144, Learning Rate: 0.010000
2025-11-28 13:51:44 | INFO | root | Epoch: 21, Train Loss: 0.6237, Val Acc: 0.6726, Val Loss: 0.8825, Test Acc: 0.6429, Test Loss: 0.9872, Learning Rate: 0.010000
2025-11-28 13:52:03 | INFO | root | Epoch: 22, Train Loss: 0.5988, Val Acc: 0.6036, Val Loss: 1.3365, Test Acc: 0.6333, Test Loss: 1.2460, Learning Rate: 0.010000
2025-11-28 13:52:22 | INFO | root | Epoch: 23, Train Loss: 0.5935, Val Acc: 0.7262, Val Loss: 0.7867, Test Acc: 0.7179, Test Loss: 0.8114, Learning Rate: 0.010000
2025-11-28 13:52:41 | INFO | root | Epoch: 24, Train Loss: 0.5492, Val Acc: 0.7381, Val Loss: 0.7489, Test Acc: 0.7310, Test Loss: 0.8138, Learning Rate: 0.010000
2025-11-28 13:53:00 | INFO | root | Epoch: 25, Train Loss: 0.5503, Val Acc: 0.6119, Val Loss: 1.2316, Test Acc: 0.6048, Test Loss: 1.2549, Learning Rate: 0.010000
2025-11-28 13:53:19 | INFO | root | Epoch: 26, Train Loss: 0.5152, Val Acc: 0.6619, Val Loss: 1.0953, Test Acc: 0.6345, Test Loss: 1.1489, Learning Rate: 0.010000
2025-11-28 13:53:39 | INFO | root | Epoch: 27, Train Loss: 0.5266, Val Acc: 0.6952, Val Loss: 0.9912, Test Acc: 0.7048, Test Loss: 0.9697, Learning Rate: 0.010000
2025-11-28 13:53:58 | INFO | root | Epoch: 28, Train Loss: 0.5057, Val Acc: 0.7179, Val Loss: 0.8956, Test Acc: 0.6976, Test Loss: 1.0357, Learning Rate: 0.010000
2025-11-28 13:54:18 | INFO | root | Epoch: 29, Train Loss: 0.4655, Val Acc: 0.7119, Val Loss: 0.9796, Test Acc: 0.7155, Test Loss: 0.9445, Learning Rate: 0.010000
2025-11-28 13:54:37 | INFO | root | Epoch: 30, Train Loss: 0.4906, Val Acc: 0.6786, Val Loss: 0.9489, Test Acc: 0.6702, Test Loss: 1.0182, Learning Rate: 0.010000
2025-11-28 13:54:56 | INFO | root | Epoch: 31, Train Loss: 0.4521, Val Acc: 0.6905, Val Loss: 0.9861, Test Acc: 0.6607, Test Loss: 1.1063, Learning Rate: 0.010000
2025-11-28 13:55:15 | INFO | root | Epoch: 32, Train Loss: 0.4426, Val Acc: 0.6464, Val Loss: 1.4220, Test Acc: 0.6429, Test Loss: 1.3683, Learning Rate: 0.010000
2025-11-28 13:55:34 | INFO | root | Epoch: 33, Train Loss: 0.4256, Val Acc: 0.6833, Val Loss: 1.1480, Test Acc: 0.6714, Test Loss: 1.1901, Learning Rate: 0.010000
2025-11-28 13:55:53 | INFO | root | Epoch: 34, Train Loss: 0.4075, Val Acc: 0.6976, Val Loss: 1.0314, Test Acc: 0.6857, Test Loss: 1.0517, Learning Rate: 0.010000
2025-11-28 13:56:12 | INFO | root | Epoch: 35, Train Loss: 0.3914, Val Acc: 0.6726, Val Loss: 1.2052, Test Acc: 0.6750, Test Loss: 1.2350, Learning Rate: 0.005000
2025-11-28 13:56:30 | INFO | root | Epoch: 36, Train Loss: 0.3364, Val Acc: 0.7750, Val Loss: 0.7551, Test Acc: 0.7821, Test Loss: 0.7443, Learning Rate: 0.005000
2025-11-28 13:56:49 | INFO | root | Epoch: 37, Train Loss: 0.2650, Val Acc: 0.7762, Val Loss: 0.7833, Test Acc: 0.7679, Test Loss: 0.8049, Learning Rate: 0.005000
2025-11-28 13:57:08 | INFO | root | Epoch: 38, Train Loss: 0.2600, Val Acc: 0.7702, Val Loss: 0.8701, Test Acc: 0.7690, Test Loss: 0.8933, Learning Rate: 0.005000
2025-11-28 13:57:27 | INFO | root | Epoch: 39, Train Loss: 0.2427, Val Acc: 0.7202, Val Loss: 1.0598, Test Acc: 0.7488, Test Loss: 0.9947, Learning Rate: 0.005000
2025-11-28 13:57:46 | INFO | root | Epoch: 40, Train Loss: 0.2672, Val Acc: 0.7024, Val Loss: 1.0313, Test Acc: 0.7310, Test Loss: 1.0590, Learning Rate: 0.005000
2025-11-28 13:58:06 | INFO | root | Epoch: 41, Train Loss: 0.2298, Val Acc: 0.7548, Val Loss: 0.9605, Test Acc: 0.7524, Test Loss: 0.9579, Learning Rate: 0.005000
2025-11-28 13:58:24 | INFO | root | Epoch: 42, Train Loss: 0.2225, Val Acc: 0.7417, Val Loss: 1.0459, Test Acc: 0.7238, Test Loss: 1.0262, Learning Rate: 0.005000
2025-11-28 13:58:43 | INFO | root | Epoch: 43, Train Loss: 0.2394, Val Acc: 0.7286, Val Loss: 1.1394, Test Acc: 0.7286, Test Loss: 1.1455, Learning Rate: 0.005000
2025-11-28 13:59:03 | INFO | root | Epoch: 44, Train Loss: 0.2089, Val Acc: 0.6762, Val Loss: 1.4120, Test Acc: 0.6786, Test Loss: 1.5089, Learning Rate: 0.005000
2025-11-28 13:59:03 | INFO | root | Early stopping at epoch 44 (no improvement in 20 epochs). Best Val Loss: 0.7489
