2025-11-28 16:14:01 | INFO | root | Training thubenchmark with tsception
2025-11-28 16:14:01 | INFO | root | Namespace(dataset='thubenchmark', model='tsception', epochs=400, batch_size=128, lr=0.001, weight_decay=0.0001, patience=20, seed=42, gpu_id=0)
2025-11-28 16:14:01 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-28 16:14:05 | INFO | root | Dataset: thubenchmark, Sample_num: 8400, num_classes: 40
2025-11-28 16:14:05 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-28 16:14:05 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 16:14:05 | INFO | root | sample num in train set: 6720, sample num in test set: 1680
2025-11-28 16:14:05 | INFO | root | Model: tsception, Parameter Num: 100584
2025-11-28 16:14:05 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-28 16:14:05 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 16:14:05 | INFO | root | sample num in train set: 6720, sample num in val set: 840, sample num in test set: 840
2025-11-28 16:14:25 | INFO | root | Epoch: 1, Train Loss: 3.5624, Val Acc: 0.1333, Val Loss: 3.1773, Test Acc: 0.1060, Test Loss: 3.1870, Learning Rate: 0.001000
2025-11-28 16:14:44 | INFO | root | Epoch: 2, Train Loss: 2.8933, Val Acc: 0.2333, Val Loss: 2.4399, Test Acc: 0.2238, Test Loss: 2.4583, Learning Rate: 0.001000
2025-11-28 16:15:02 | INFO | root | Epoch: 3, Train Loss: 2.4361, Val Acc: 0.3369, Val Loss: 2.1214, Test Acc: 0.3250, Test Loss: 2.1344, Learning Rate: 0.001000
2025-11-28 16:15:20 | INFO | root | Epoch: 4, Train Loss: 2.2019, Val Acc: 0.3917, Val Loss: 1.9333, Test Acc: 0.3833, Test Loss: 1.9414, Learning Rate: 0.001000
2025-11-28 16:15:39 | INFO | root | Epoch: 5, Train Loss: 2.0181, Val Acc: 0.4179, Val Loss: 1.7922, Test Acc: 0.4095, Test Loss: 1.8094, Learning Rate: 0.001000
2025-11-28 16:15:57 | INFO | root | Epoch: 6, Train Loss: 1.9138, Val Acc: 0.4274, Val Loss: 1.6933, Test Acc: 0.4440, Test Loss: 1.6875, Learning Rate: 0.001000
2025-11-28 16:16:16 | INFO | root | Epoch: 7, Train Loss: 1.7850, Val Acc: 0.4512, Val Loss: 1.6122, Test Acc: 0.4726, Test Loss: 1.6289, Learning Rate: 0.001000
2025-11-28 16:16:35 | INFO | root | Epoch: 8, Train Loss: 1.6864, Val Acc: 0.4857, Val Loss: 1.5255, Test Acc: 0.5095, Test Loss: 1.5234, Learning Rate: 0.001000
2025-11-28 16:16:53 | INFO | root | Epoch: 9, Train Loss: 1.6087, Val Acc: 0.5083, Val Loss: 1.4316, Test Acc: 0.4893, Test Loss: 1.4522, Learning Rate: 0.001000
2025-11-28 16:17:12 | INFO | root | Epoch: 10, Train Loss: 1.5418, Val Acc: 0.4631, Val Loss: 1.4528, Test Acc: 0.4429, Test Loss: 1.4722, Learning Rate: 0.001000
2025-11-28 16:17:30 | INFO | root | Epoch: 11, Train Loss: 1.4655, Val Acc: 0.5036, Val Loss: 1.3769, Test Acc: 0.4881, Test Loss: 1.3893, Learning Rate: 0.001000
2025-11-28 16:17:48 | INFO | root | Epoch: 12, Train Loss: 1.4063, Val Acc: 0.5786, Val Loss: 1.2961, Test Acc: 0.5524, Test Loss: 1.3188, Learning Rate: 0.001000
2025-11-28 16:18:07 | INFO | root | Epoch: 13, Train Loss: 1.3570, Val Acc: 0.5917, Val Loss: 1.2661, Test Acc: 0.5655, Test Loss: 1.2936, Learning Rate: 0.001000
2025-11-28 16:18:25 | INFO | root | Epoch: 14, Train Loss: 1.2950, Val Acc: 0.6024, Val Loss: 1.2027, Test Acc: 0.5762, Test Loss: 1.2224, Learning Rate: 0.001000
