2025-11-07 16:00:28 | INFO | root | Purifying autoattack on bciciv2a with eegnet
2025-11-07 16:00:28 | INFO | root | Namespace(dataset='bciciv2a', model='eegnet', fold=0, attack='autoattack', batch_size=32, seed=42, gpu_id=0, config='PTR_8_2048_rank26.yaml', sample_num=512)
2025-11-07 16:00:28 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/bciciv2a_EA.
2025-11-07 16:00:29 | INFO | root | Dataset: bciciv2a
2025-11-07 16:00:29 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/kfold_split.
2025-11-07 16:00:29 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-07 16:00:29 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/bciciv2a_split/test_val_split_0.
2025-11-07 16:00:29 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-07 16:00:29 | INFO | root | Adversarial and clean data loaded, ad_data shape: torch.Size([512, 1, 22, 1750]), clean_data shape: torch.Size([512, 1, 22, 1750])
2025-11-07 16:00:29 | INFO | root | Model: eegnet, fold: 0
2025-11-07 16:00:29 | INFO | root | Adversarial data accuracy: 0.10546875, loss: 2.2500068843364716
2025-11-07 16:00:29 | INFO | root | Clean data accuracy: 0.73046875, loss: 0.7227585557848215
2025-11-07 16:00:29 | INFO | root | Purifying data 0, original shape: torch.Size([22, 1750, 1]), new shape: torch.Size([32, 2240, 1])
2025-11-07 16:00:30 | INFO | root | End purification for resolution 4*4, loss=0.12412978708744049
2025-11-07 16:00:30 | INFO | root | End purification for resolution 8*8, loss=0.2445567548274994
2025-11-07 16:00:30 | INFO | root | End purification for resolution 16*16, loss=0.2660556137561798
2025-11-07 16:00:30 | INFO | root | End purification for resolution 32*32, loss=0.07251811772584915
2025-11-07 16:00:30 | INFO | root | Training time: 0.9239983558654785, loss: 0.07251811772584915, params_num: 60840
2025-11-07 16:00:30 | INFO | root | 
2025-11-07 16:00:30 | INFO | root | Purifying data 1, original shape: torch.Size([22, 1750, 1]), new shape: torch.Size([32, 2240, 1])
2025-11-07 16:00:31 | INFO | root | End purification for resolution 4*4, loss=0.1269402951002121
2025-11-07 16:00:31 | INFO | root | End purification for resolution 8*8, loss=0.21300651133060455
2025-11-07 16:00:31 | INFO | root | End purification for resolution 16*16, loss=0.19315442442893982
2025-11-07 16:00:31 | INFO | root | End purification for resolution 32*32, loss=0.058011434972286224
2025-11-07 16:00:31 | INFO | root | Training time: 0.8963611125946045, loss: 0.058011434972286224, params_num: 60840
2025-11-07 16:00:31 | INFO | root | 
2025-11-07 16:00:31 | INFO | root | Purifying data 2, original shape: torch.Size([22, 1750, 1]), new shape: torch.Size([32, 2240, 1])
2025-11-07 16:00:31 | INFO | root | End purification for resolution 4*4, loss=0.11613704264163971
2025-11-07 16:00:32 | INFO | root | End purification for resolution 8*8, loss=0.19918572902679443
2025-11-07 16:00:32 | INFO | root | End purification for resolution 16*16, loss=0.1827210932970047
2025-11-07 16:00:32 | INFO | root | End purification for resolution 32*32, loss=0.05407889187335968
2025-11-07 16:00:32 | INFO | root | Training time: 0.8850786685943604, loss: 0.05407889187335968, params_num: 60840
2025-11-07 16:00:32 | INFO | root | 
2025-11-07 16:00:32 | INFO | root | Purifying data 3, original shape: torch.Size([22, 1750, 1]), new shape: torch.Size([32, 2240, 1])
2025-11-07 16:00:32 | INFO | root | End purification for resolution 4*4, loss=0.1046166941523552
2025-11-07 16:00:32 | INFO | root | End purification for resolution 8*8, loss=0.24191468954086304
2025-11-07 16:00:33 | INFO | root | End purification for resolution 16*16, loss=0.26136425137519836
2025-11-07 16:00:33 | INFO | root | End purification for resolution 32*32, loss=0.050820861011743546
2025-11-07 16:00:33 | INFO | root | Training time: 0.9020428657531738, loss: 0.050820861011743546, params_num: 60840
2025-11-07 16:00:33 | INFO | root | 
2025-11-07 16:00:33 | INFO | root | Purifying data 4, original shape: torch.Size([22, 1750, 1]), new shape: torch.Size([32, 2240, 1])
2025-11-07 16:00:33 | INFO | root | End purification for resolution 4*4, loss=0.13432002067565918
2025-11-07 16:00:33 | INFO | root | End purification for resolution 8*8, loss=0.24857603013515472
2025-11-07 16:00:34 | INFO | root | End purification for resolution 16*16, loss=0.2213311493396759
2025-11-07 16:00:34 | INFO | root | End purification for resolution 32*32, loss=0.04770105332136154
2025-11-07 16:00:34 | INFO | root | Training time: 0.8706872463226318, loss: 0.04770105332136154, params_num: 60840
2025-11-07 16:00:34 | INFO | root | 
2025-11-07 16:00:34 | INFO | root | Purifying data 5, original shape: torch.Size([22, 1750, 1]), new shape: torch.Size([32, 2240, 1])
2025-11-07 16:00:34 | INFO | root | End purification for resolution 4*4, loss=0.12726838886737823
