comparison,dataset,model,method,attack,scope,rank,metric,seed_count,mean_delta_pp,sample_std_pp,positive_seeds
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,madry,pgd,subset_n512,25,robust,5,2.7734375,1.0821793107183648,5
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,madry,pgd,subset_n512,30,clean,5,-2.265625,1.0204961310635259,0
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,madry,pgd,subset_n512,30,robust,5,1.9921875,0.6536406457297466,5
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,madry,cw,subset_n512,25,clean,5,-3.125,0.9862797791369217,0
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,madry,cw,subset_n512,25,robust,5,16.6796875,7.996609923190694,5
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,madry,cw,subset_n512,30,clean,5,-2.265625,1.0204961310635259,0
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,madry,cw,subset_n512,30,robust,5,7.5390625,5.406664882021483,5
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,raw,clean,5,0.546875,0.7229201376297557,4
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,raw,robust,5,1.25,1.5963138079455117,4
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,clean,5,1.09375,0.9014047468136193,5
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,clean,5,-2.578125,0.8558164961018221,0
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,robust,5,0.15625,1.4771617500928935,3
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,25,robust,5,4.4140625,0.8240243402237886,5
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,clean,5,0.859375,0.5793905068043487,5
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,clean,5,-1.953125,0.7437278423695223,0
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,robust,5,0.625,0.9804609685946197,4
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,autoattack,subset_n512,30,robust,5,4.140625,0.7614683081882003,5
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,raw,clean,5,0.546875,0.7229201376297557,4
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,raw,robust,5,1.5234375,1.444520475554734,4
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,clean,5,1.09375,0.9014047468136193,5
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,clean,5,-2.578125,0.8558164961018221,0
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,robust,5,0.46875,1.0661987549965766,3
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,25,robust,5,-0.1953125,1.9384212149686726,3
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,clean,5,0.859375,0.5793905068043487,5
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,clean,5,-1.953125,0.7437278423695223,0
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,robust,5,0.7421875,0.8217064049985402,3
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,fgsm,subset_n512,30,robust,5,0.0,0.9366858443970155,3
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,raw,clean,5,0.546875,0.7229201376297557,4
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,raw,robust,5,0.9765625,1.3460985109463106,4
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,clean,5,1.09375,0.9014047468136193,5
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,clean,5,-2.578125,0.8558164961018221,0
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,robust,5,0.1171875,0.6268283803078598,3
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,25,robust,5,1.9140625,0.34938562148434216,5
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,clean,5,0.859375,0.5793905068043487,5
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,clean,5,-1.953125,0.7437278423695223,0
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,robust,5,0.390625,0.8400708268596315,3
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,pgd,subset_n512,30,robust,5,1.40625,0.6388838763201612,5
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,raw,clean,5,0.546875,0.7229201376297557,4
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,raw,robust,5,0.0,0.0,0
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,clean,5,1.09375,0.9014047468136193,5
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,clean,5,-2.578125,0.8558164961018221,0
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,robust,5,-11.5625,5.801142928539492,0
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,25,robust,5,5.1171875,2.312618768064951,5
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,clean,5,0.859375,0.5793905068043487,5
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,clean,5,-1.953125,0.7437278423695223,0
rpcf_minus_madry,thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,robust,5,-5.3125,4.676092891139193,0
tnp_minus_same_subset_raw,thubenchmark,deepconvnet,rpcf_at,cw,subset_n512,30,robust,5,2.2265625,1.285209677840789,5
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,autoattack,subset_n512,25,clean,5,-5.8203125,1.7761628975608839,0
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,autoattack,subset_n512,25,robust,5,13.3984375,1.2551772666452834,5
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,autoattack,subset_n512,30,clean,5,-4.5703125,0.9427748739177476,0
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,autoattack,subset_n512,30,robust,5,11.5234375,1.5440808887540916,5
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,fgsm,subset_n512,25,clean,5,-5.8203125,1.7761628975608839,0
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,fgsm,subset_n512,25,robust,5,4.7265625,1.2383490221990123,5
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,fgsm,subset_n512,30,clean,5,-4.5703125,0.9427748739177476,0
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,fgsm,subset_n512,30,robust,5,4.21875,1.3713663813704655,5
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,pgd,subset_n512,25,clean,5,-5.8203125,1.7761628975608839,0
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,pgd,subset_n512,25,robust,5,8.75,0.9804609685946197,5
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,pgd,subset_n512,30,clean,5,-4.5703125,0.9427748739177476,0
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,pgd,subset_n512,30,robust,5,7.109375,0.7513821899090369,5
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,cw,subset_n512,25,clean,5,-5.8203125,1.7761628975608839,0
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,cw,subset_n512,25,robust,5,15.5859375,2.5555355052806448,5
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,cw,subset_n512,30,clean,5,-4.5703125,0.9427748739177476,0
tnp_minus_same_subset_raw,thubenchmark,tsception,madry,cw,subset_n512,30,robust,5,10.5078125,1.6993309948559536,5
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,autoattack,subset_n512,raw,clean,5,-0.1953125,1.7194157091463875,3
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,autoattack,subset_n512,raw,robust,5,-1.953125,1.3601941676937617,0
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,autoattack,subset_n512,25,clean,5,0.859375,0.8355175639143531,5
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,autoattack,subset_n512,25,clean,5,-4.765625,0.5956230735147229,0
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,autoattack,subset_n512,25,robust,5,-0.625,3.0490026625649453,2
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,autoattack,subset_n512,25,robust,5,14.7265625,2.7642066896393396,5
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,autoattack,subset_n512,30,clean,5,0.46875,2.0558902135844948,3
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,autoattack,subset_n512,30,clean,5,-3.90625,1.0334966058846058,0
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,autoattack,subset_n512,30,robust,5,-1.3671875,2.716880418602257,2
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,autoattack,subset_n512,30,robust,5,12.109375,2.286074201312427,5
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,fgsm,subset_n512,raw,clean,5,-0.1953125,1.7194157091463875,3
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,fgsm,subset_n512,raw,robust,5,-2.65625,1.689199086753098,1
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,fgsm,subset_n512,25,clean,5,0.859375,0.8355175639143531,5
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,fgsm,subset_n512,25,clean,5,-4.765625,0.5956230735147229,0
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,fgsm,subset_n512,25,robust,5,-1.5625,3.0099677748871954,1
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,fgsm,subset_n512,25,robust,5,5.8203125,2.224334137110615,5
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,fgsm,subset_n512,30,clean,5,0.46875,2.0558902135844948,3
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,fgsm,subset_n512,30,clean,5,-3.90625,1.0334966058846058,0
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,fgsm,subset_n512,30,robust,5,-2.3828125,1.9648088031186393,0
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,fgsm,subset_n512,30,robust,5,4.4921875,2.108108705558877,5
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,pgd,subset_n512,raw,clean,5,-0.1953125,1.7194157091463875,3
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,pgd,subset_n512,raw,robust,5,-3.7890625,1.0111077426206863,0
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,pgd,subset_n512,25,clean,5,0.859375,0.8355175639143531,5
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,pgd,subset_n512,25,clean,5,-4.765625,0.5956230735147229,0
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,pgd,subset_n512,25,robust,5,-2.34375,2.0250431009109104,0
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,pgd,subset_n512,25,robust,5,10.1953125,2.017493985721364,5
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,pgd,subset_n512,30,clean,5,0.46875,2.0558902135844948,3
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,pgd,subset_n512,30,clean,5,-3.90625,1.0334966058846058,0
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,pgd,subset_n512,30,robust,5,-1.953125,1.943334838098867,1
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,pgd,subset_n512,30,robust,5,8.9453125,2.506552691743059,5
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,cw,subset_n512,raw,clean,5,-0.1953125,1.7194157091463875,3
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,cw,subset_n512,raw,robust,5,0.3125,0.22269051271467538,4
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,cw,subset_n512,25,clean,5,0.859375,0.8355175639143531,5
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,cw,subset_n512,25,clean,5,-4.765625,0.5956230735147229,0
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,cw,subset_n512,25,robust,5,0.546875,2.544315479606573,2
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,cw,subset_n512,25,robust,5,15.8203125,2.0531050821902967,5
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,cw,subset_n512,30,clean,5,0.46875,2.0558902135844948,3
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,cw,subset_n512,30,clean,5,-3.90625,1.0334966058846058,0
rpcf_minus_madry,thubenchmark,tsception,rpcf_at,cw,subset_n512,30,robust,5,0.1171875,0.7885402046166543,2
tnp_minus_same_subset_raw,thubenchmark,tsception,rpcf_at,cw,subset_n512,30,robust,5,10.3125,1.0463355653108495,5
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,autoattack,subset_n512,25,clean,5,-2.8515625,0.42790824805091104,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,autoattack,subset_n512,25,robust,5,1.4453125,0.7763518325918668,5
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,autoattack,subset_n512,30,clean,5,-1.7578125,0.7689460814464659,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,autoattack,subset_n512,30,robust,5,1.25,0.5454781267097243,5
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,fgsm,subset_n512,25,clean,5,-2.8515625,0.42790824805091104,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,fgsm,subset_n512,25,robust,5,-2.8125,1.2087303474035782,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,fgsm,subset_n512,30,clean,5,-1.7578125,0.7689460814464659,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,fgsm,subset_n512,30,robust,5,-2.03125,0.7385808750464468,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,pgd,subset_n512,25,clean,5,-2.8515625,0.42790824805091104,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,pgd,subset_n512,25,robust,5,-2.7734375,0.4234274099351328,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,pgd,subset_n512,30,clean,5,-1.7578125,0.7689460814464659,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,pgd,subset_n512,30,robust,5,-2.2265625,0.6268283803078598,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,cw,subset_n512,25,clean,5,-2.8515625,0.42790824805091104,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,cw,subset_n512,25,robust,5,39.2578125,2.4820830131130536,5
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,cw,subset_n512,30,clean,5,-1.7578125,0.7689460814464659,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,madry,cw,subset_n512,30,robust,5,28.203125,1.4912975913141464,5
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,autoattack,subset_n512,raw,clean,5,0.4296875,0.5240784322265132,4
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,autoattack,subset_n512,raw,robust,5,0.5078125,1.0839403848055944,3
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,autoattack,subset_n512,25,clean,5,0.8203125,0.6388838763201612,4
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,autoattack,subset_n512,25,clean,5,-2.4609375,0.3548027758707998,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,autoattack,subset_n512,25,robust,5,0.15625,0.8558164961018221,1
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,autoattack,subset_n512,25,robust,5,1.09375,0.6987712429686843,5
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,autoattack,subset_n512,30,clean,5,0.234375,0.5419701924027972,3
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,autoattack,subset_n512,30,clean,5,-1.953125,0.1953125,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,autoattack,subset_n512,30,robust,5,0.546875,1.1992251119538087,3
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,autoattack,subset_n512,30,robust,5,1.2890625,0.2962060720332637,5
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,fgsm,subset_n512,raw,clean,5,0.4296875,0.5240784322265132,4
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,fgsm,subset_n512,raw,robust,5,0.625,1.4771617500928935,3
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,fgsm,subset_n512,25,clean,5,0.8203125,0.6388838763201612,4
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,fgsm,subset_n512,25,clean,5,-2.4609375,0.3548027758707998,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,fgsm,subset_n512,25,robust,5,1.40625,0.8886182160997911,5
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,fgsm,subset_n512,25,robust,5,-2.03125,0.9427748739177476,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,fgsm,subset_n512,30,clean,5,0.234375,0.5419701924027972,3
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,fgsm,subset_n512,30,clean,5,-1.953125,0.1953125,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,fgsm,subset_n512,30,robust,5,0.7421875,0.6960363156720883,4
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,fgsm,subset_n512,30,robust,5,-1.9140625,0.8217064049985402,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,pgd,subset_n512,raw,clean,5,0.4296875,0.5240784322265132,4
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,pgd,subset_n512,raw,robust,5,0.234375,1.1751256997258845,2
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,pgd,subset_n512,25,clean,5,0.8203125,0.6388838763201612,4
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,pgd,subset_n512,25,clean,5,-2.4609375,0.3548027758707998,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,pgd,subset_n512,25,robust,5,1.3671875,1.3246738248291539,5
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,pgd,subset_n512,25,robust,5,-1.640625,0.8580422904878436,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,pgd,subset_n512,30,clean,5,0.234375,0.5419701924027972,3
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,pgd,subset_n512,30,clean,5,-1.953125,0.1953125,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,pgd,subset_n512,30,robust,5,1.25,1.2087303474035782,5
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,pgd,subset_n512,30,robust,5,-1.2109375,0.7488394340890943,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,cw,subset_n512,raw,clean,5,0.4296875,0.5240784322265132,4
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,cw,subset_n512,raw,robust,5,0.0390625,0.08734640537108554,1
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,cw,subset_n512,25,clean,5,0.8203125,0.6388838763201612,4
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,cw,subset_n512,25,clean,5,-2.4609375,0.3548027758707998,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,cw,subset_n512,25,robust,5,-5.390625,6.05563248673936,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,cw,subset_n512,25,robust,5,33.828125,7.043988027671851,5
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,cw,subset_n512,30,clean,5,0.234375,0.5419701924027972,3
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,cw,subset_n512,30,clean,5,-1.953125,0.1953125,0
rpcf_minus_madry,thubenchmark,atcnet,rpcf_at,cw,subset_n512,30,robust,5,-4.375,4.100632335003347,0
tnp_minus_same_subset_raw,thubenchmark,atcnet,rpcf_at,cw,subset_n512,30,robust,5,23.7890625,5.105096641470169,5
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,autoattack,subset_n512,25,clean,5,-2.5,0.7981569039727558,0
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,autoattack,subset_n512,25,robust,5,5.9765625,0.9014047468136193,5
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,autoattack,subset_n512,30,clean,5,-1.796875,0.6388838763201612,0
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,autoattack,subset_n512,30,robust,5,5.1953125,1.285209677840789,5
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,fgsm,subset_n512,25,clean,5,-2.5,0.7981569039727558,0
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,fgsm,subset_n512,25,robust,5,0.9375,0.9608104590819408,5
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,fgsm,subset_n512,30,clean,5,-1.796875,0.6388838763201612,0
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,fgsm,subset_n512,30,robust,5,0.9375,0.844599543376549,4
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,pgd,subset_n512,25,clean,5,-2.5,0.7981569039727558,0
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,pgd,subset_n512,25,robust,5,3.75,1.4312555437938486,5
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,pgd,subset_n512,30,clean,5,-1.796875,0.6388838763201612,0
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,pgd,subset_n512,30,robust,5,2.96875,0.8100172403643641,5
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,cw,subset_n512,25,clean,5,-2.5,0.7981569039727558,0
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,cw,subset_n512,25,robust,5,17.890625,3.544262701282613,5
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,cw,subset_n512,30,clean,5,-1.796875,0.6388838763201612,0
tnp_minus_same_subset_raw,thubenchmark,conformer,madry,cw,subset_n512,30,robust,5,12.3828125,3.364821166774692,5
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,autoattack,subset_n512,raw,clean,5,-0.703125,0.5956230735147229,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,autoattack,subset_n512,raw,robust,5,-1.015625,3.5410323229404974,2
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,autoattack,subset_n512,25,clean,5,-0.546875,0.5055538713103431,0
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,autoattack,subset_n512,25,clean,5,-2.34375,0.8286407592029854,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,autoattack,subset_n512,25,robust,5,-0.4296875,2.5480609777031926,1
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,autoattack,subset_n512,25,robust,5,6.5625,1.4912975913141464,5
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,autoattack,subset_n512,30,clean,5,-0.8984375,0.7763518325918668,0
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,autoattack,subset_n512,30,clean,5,-1.9921875,0.37569109495451847,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,autoattack,subset_n512,30,robust,5,-0.3125,2.7642066896393396,1
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,autoattack,subset_n512,30,robust,5,5.8984375,1.2460263990419205,5
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,fgsm,subset_n512,raw,clean,5,-0.703125,0.5956230735147229,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,fgsm,subset_n512,raw,robust,5,-2.109375,2.1897658465896814,1
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,fgsm,subset_n512,25,clean,5,-0.546875,0.5055538713103431,0
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,fgsm,subset_n512,25,clean,5,-2.34375,0.8286407592029854,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,fgsm,subset_n512,25,robust,5,-1.171875,2.1261270563551995,1
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,fgsm,subset_n512,25,robust,5,1.875,1.4589726091393045,4
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,fgsm,subset_n512,30,clean,5,-0.8984375,0.7763518325918668,0
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,fgsm,subset_n512,30,clean,5,-1.9921875,0.37569109495451847,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,fgsm,subset_n512,30,robust,5,-1.09375,2.2676445740156237,1
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,fgsm,subset_n512,30,robust,5,1.953125,1.0874539771152387,5
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,pgd,subset_n512,raw,clean,5,-0.703125,0.5956230735147229,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,pgd,subset_n512,raw,robust,5,-1.09375,3.1146067402618223,2
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,pgd,subset_n512,25,clean,5,-0.546875,0.5055538713103431,0
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,pgd,subset_n512,25,clean,5,-2.34375,0.8286407592029854,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,pgd,subset_n512,25,robust,5,-0.625,2.947213204677959,1
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,pgd,subset_n512,25,robust,5,4.21875,1.4589726091393045,5
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,pgd,subset_n512,30,clean,5,-0.8984375,0.7763518325918668,0
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,pgd,subset_n512,30,clean,5,-1.9921875,0.37569109495451847,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,pgd,subset_n512,30,robust,5,0.0,2.273524751332581,3
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,pgd,subset_n512,30,robust,5,4.0625,1.4706914528919297,5
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,cw,subset_n512,raw,clean,5,-0.703125,0.5956230735147229,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,cw,subset_n512,raw,robust,5,0.0,0.0,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,cw,subset_n512,25,clean,5,-0.546875,0.5055538713103431,0
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,cw,subset_n512,25,clean,5,-2.34375,0.8286407592029854,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,cw,subset_n512,25,robust,5,7.109375,4.623175183712691,5
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,cw,subset_n512,25,robust,5,25.0,2.847144479904932,5
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,cw,subset_n512,30,clean,5,-0.8984375,0.7763518325918668,0
tnp_minus_same_subset_raw,thubenchmark,conformer,rpcf_at,cw,subset_n512,30,clean,5,-1.9921875,0.37569109495451847,0
rpcf_minus_madry,thubenchmark,conformer,rpcf_at,cw,subset_n512,30,robust,5,5.6640625,4.966086771519969,5
