2025-12-30 13:49:39 | INFO | root | Purifying autoattack on thubenchmark with eegnet
2025-12-30 13:49:39 | INFO | root | Namespace(dataset='thubenchmark', model='eegnet', fold=0, attack='autoattack', batch_size=32, seed=42, gpu_id=0, config='PTR3d_8_2048_rank40_3d_interpolate_TVft0.05.yaml', sample_num=512, visualize=False)
2025-12-30 13:49:39 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-12-30 13:49:40 | INFO | root | Dataset: thubenchmark
2025-12-30 13:49:40 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-12-30 13:49:40 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-30 13:49:40 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-12-30 13:49:40 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-12-30 13:49:41 | INFO | root | Adversarial and clean data loaded, ad_data shape: torch.Size([512, 1, 64, 1500]), clean_data shape: torch.Size([512, 1, 64, 1500])
2025-12-30 13:49:41 | INFO | root | 
2025-12-30 13:49:41 | INFO | root | Model: eegnet, fold: 0
2025-12-30 13:49:41 | INFO | root | Adversarial data accuracy: 0.177734375, loss: 5.099132791161537
2025-12-30 13:49:41 | INFO | root | Clean data accuracy: 0.927734375, loss: 0.21533196786185727
2025-12-30 13:49:41 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-30 13:49:42 | INFO | root | End purification for resolution 256*256, loss=0.2078632414340973, iterations=256
2025-12-30 13:49:42 | INFO | root | End purification for resolution 512*512, loss=0.22055095434188843, iterations=256
2025-12-30 13:49:43 | INFO | root | End purification for resolution 1024*1024, loss=0.23395100235939026, iterations=512
2025-12-30 13:49:45 | INFO | root | End purification for resolution 2048*2048, loss=0.19414424896240234, iterations=1024
2025-12-30 13:49:45 | INFO | root | Training time: 4.192221403121948, loss: 0.07319831848144531, params_num: 32911
2025-12-30 13:49:45 | INFO | root | Purified data 0, shape: torch.Size([1, 64, 1500]), mse:0.1905781626701355, compression rate: 0.34282291666666664, 2.916957856035976x
2025-12-30 13:49:45 | INFO | root | 
2025-12-30 13:49:45 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-30 13:49:46 | INFO | root | End purification for resolution 256*256, loss=0.22530487179756165, iterations=256
2025-12-30 13:49:46 | INFO | root | End purification for resolution 512*512, loss=0.23185238242149353, iterations=256
2025-12-30 13:49:47 | INFO | root | End purification for resolution 1024*1024, loss=0.26260286569595337, iterations=512
2025-12-30 13:49:49 | INFO | root | End purification for resolution 2048*2048, loss=0.21765033900737762, iterations=1024
2025-12-30 13:49:49 | INFO | root | Training time: 4.197361946105957, loss: 0.07662542164325714, params_num: 32911
2025-12-30 13:49:49 | INFO | root | Purified data 1, shape: torch.Size([1, 64, 1500]), mse:0.20158730447292328, compression rate: 0.34282291666666664, 2.916957856035976x
2025-12-30 13:49:49 | INFO | root | 
2025-12-30 13:49:49 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-30 13:49:50 | INFO | root | End purification for resolution 256*256, loss=0.219220370054245, iterations=256
2025-12-30 13:49:50 | INFO | root | End purification for resolution 512*512, loss=0.2252069115638733, iterations=256
2025-12-30 13:49:51 | INFO | root | End purification for resolution 1024*1024, loss=0.25705623626708984, iterations=512
2025-12-30 13:49:54 | INFO | root | End purification for resolution 2048*2048, loss=0.2467472106218338, iterations=1024
2025-12-30 13:49:54 | INFO | root | Training time: 4.165371894836426, loss: 0.10279980301856995, params_num: 32911
2025-12-30 13:49:54 | INFO | root | Purified data 2, shape: torch.Size([1, 64, 1500]), mse:0.2617948055267334, compression rate: 0.34282291666666664, 2.916957856035976x
2025-12-30 13:49:54 | INFO | root | 
2025-12-30 13:49:54 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-30 13:49:54 | INFO | root | End purification for resolution 256*256, loss=0.21622154116630554, iterations=256
2025-12-30 13:49:55 | INFO | root | End purification for resolution 512*512, loss=0.21810314059257507, iterations=256
2025-12-30 13:49:56 | INFO | root | End purification for resolution 1024*1024, loss=0.22050172090530396, iterations=512
2025-12-30 13:49:58 | INFO | root | End purification for resolution 2048*2048, loss=0.22859658300876617, iterations=1024
2025-12-30 13:49:58 | INFO | root | Training time: 4.1891350746154785, loss: 0.08492514491081238, params_num: 32911
2025-12-30 13:49:58 | INFO | root | Purified data 3, shape: torch.Size([1, 64, 1500]), mse:0.22814221680164337, compression rate: 0.34282291666666664, 2.916957856035976x
2025-12-30 13:49:58 | INFO | root | 
2025-12-30 13:49:58 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-30 13:49:58 | INFO | root | End purification for resolution 256*256, loss=0.20306947827339172, iterations=256
2025-12-30 13:49:59 | INFO | root | End purification for resolution 512*512, loss=0.21303096413612366, iterations=256
2025-12-30 13:50:00 | INFO | root | End purification for resolution 1024*1024, loss=0.22830979526042938, iterations=512
2025-12-30 13:50:02 | INFO | root | End purification for resolution 2048*2048, loss=0.22169379889965057, iterations=1024
2025-12-30 13:50:02 | INFO | root | Training time: 4.145343780517578, loss: 0.07541754841804504, params_num: 32911
2025-12-30 13:50:02 | INFO | root | Purified data 4, shape: torch.Size([1, 64, 1500]), mse:0.1953558623790741, compression rate: 0.34282291666666664, 2.916957856035976x
2025-12-30 13:50:02 | INFO | root | 
2025-12-30 13:50:02 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-30 13:50:02 | INFO | root | End purification for resolution 256*256, loss=0.20750662684440613, iterations=256
2025-12-30 13:50:03 | INFO | root | End purification for resolution 512*512, loss=0.21931175887584686, iterations=256
2025-12-30 13:50:04 | INFO | root | End purification for resolution 1024*1024, loss=0.2559013366699219, iterations=512
2025-12-30 13:50:06 | INFO | root | End purification for resolution 2048*2048, loss=0.23625822365283966, iterations=1024
2025-12-30 13:50:06 | INFO | root | Training time: 4.133313894271851, loss: 0.08869585394859314, params_num: 32911
2025-12-30 13:50:06 | INFO | root | Purified data 5, shape: torch.Size([1, 64, 1500]), mse:0.2361416071653366, compression rate: 0.34282291666666664, 2.916957856035976x
2025-12-30 13:50:06 | INFO | root | 
2025-12-30 13:50:06 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-30 13:50:07 | INFO | root | End purification for resolution 256*256, loss=0.2066049426794052, iterations=256
2025-12-30 13:50:07 | INFO | root | End purification for resolution 512*512, loss=0.24462619423866272, iterations=256
2025-12-30 13:50:08 | INFO | root | End purification for resolution 1024*1024, loss=0.2600250840187073, iterations=512
2025-12-30 13:50:10 | INFO | root | End purification for resolution 2048*2048, loss=0.2120121717453003, iterations=1024
2025-12-30 13:50:10 | INFO | root | Training time: 4.20341944694519, loss: 0.08164960145950317, params_num: 32911
2025-12-30 13:50:10 | INFO | root | Purified data 6, shape: torch.Size([1, 64, 1500]), mse:0.21005399525165558, compression rate: 0.34282291666666664, 2.916957856035976x
2025-12-30 13:50:10 | INFO | root | 
2025-12-30 13:50:10 | INFO | root | original data shape: torch.Size([1, 64, 1500]), Resized data shape: torch.Size([10, 11, 2048])
2025-12-30 13:50:11 | INFO | root | End purification for resolution 256*256, loss=0.20965558290481567, iterations=256
2025-12-30 13:50:11 | INFO | root | End purification for resolution 512*512, loss=0.24269944429397583, iterations=256
2025-12-30 13:50:12 | INFO | root | End purification for resolution 1024*1024, loss=0.2282656729221344, iterations=512
2025-12-30 13:50:14 | INFO | root | End purification for resolution 2048*2048, loss=0.21920564770698547, iterations=1024
2025-12-30 13:50:14 | INFO | root | Training time: 4.150814771652222, loss: 0.08427277952432632, params_num: 32911
2025-12-30 13:50:14 | INFO | root | Purified data 7, shape: torch.Size([1, 64, 1500]), mse:0.22122737765312195, compression rate: 0.34282291666666664, 2.916957856035976x
2025-12-30 13:50:14 | INFO | root | 
